concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
24,a backyard,125,A photo of a backyard in Italy,49,"Does the backyard include a swimming pool, hot tub, or other water feature?","['yes', 'no', 'None of the above']",gs://subgeodeanon_lim5145/backyard_24/125/69.png,24_49_125_69,['no'],"['The image shows a backyard with a grassy area, some toys, and a small playhouse.', 'There is no evidence of a swimming pool, hot tub, or any other water feature.']",HSimgs/Italy/a backyard_2.png
24,a backyard,125,A photo of a backyard in Italy,46,"Is there a patio, deck, or other designated seating area?","['yes', 'no', 'None of the above']",gs://subgeodeanon_lim5145/backyard_24/125/15.png,24_46_125_15,['yes'],"['The image shows a paved area in the foreground, which could be considered a patio.', 'There are some plants and a table visible, suggesting a designated area for sitting or other activities.']",HSimgs/Italy/a backyard_3.png
6,a chair,80,A photo of a chair in Italy,8,"What is the style of the chair (e.g., modern, antique, traditional, office)?","['office', 'antique', 'traditional', 'lounge', 'modern', 'accent', 'None of the above']",gs://fluxgen162/chair_6/80_a chair in Italy/183.png,6_8_80_183,"['modern', 'lounge', 'accent']","[""The chair's design features clean lines and a simple form."", ""The chair's wooden frame and neutral upholstery suggest a timeless aesthetic."", 'The chair appears comfortable and inviting, suitable for relaxation.', ""The chair's overall style aligns with modern and lounge aesthetics.""]",HSimgs/Italy/a chair_0.png
6,a chair,80,A photo of a chair in Italy,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://stabdiff21162/chair_6/80_a chair in Italy/65.png,6_10_80_65,['yes'],"['The image shows a wooden chair placed in front of a building.', 'The chair has two armrests, one on each side.']",HSimgs/Italy/a chair_1.png
6,a chair,80,A photo of a chair in Italy,9,"What function does the chair appear to be designed for (e.g., dining, office work, lounging)?","['office work', 'reclining', 'rocking', 'gaming', 'dining', 'waiting room seating', 'lounging', 'None of the above']",gs://stabdiff3m162/chair_6/80_a chair in Italy/248.png,6_9_80_248,['lounging'],"['The chair has a tall, narrow back and a small, round seat.', 'The chair does not appear to have any features that would make it suitable for office work, such as armrests or adjustable height.', 'The chair does not appear to be designed for reclining, rocking, or gaming.', ""The chair's size and shape suggest that it is not intended for dining."", ""The chair's elegant design and lack of comfort features suggest that it is not intended for a waiting room."", ""The chair's delicate design and upright posture suggest that it is intended for occasional use, such as in a living room or bedroom.""]",HSimgs/Italy/a chair_2.png
6,a chair,80,A photo of a chair in Italy,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://stabdiff3m162/chair_6/80_a chair in Italy/218.png,6_10_80_218,['yes'],"['The image shows a chair with two armrests, one on each side.']",HSimgs/Italy/a chair_3.png
13,a cooking pot,107,A photo of a cooking pot in Italy,28,"What material is the cooking pot made of (e.g., metal, ceramic, clay)?","['stainless steel', 'ceramic', 'glass', 'cast iron', 'copper', 'aluminum', 'clay', 'None of the above']",gs://stabdiff3m/cooking pot_13/107_a cooking pot in Italy/11.png,13_28_107_11,['cast iron'],"['The cooking pot appears to be heavy and durable.', 'The dark gray color and slightly rough texture suggest that it could be cast iron.', 'Cast iron pots are known for their heat retention and even cooking properties.']",HSimgs/Italy/a cooking pot_0.png
13,a cooking pot,107,A photo of a cooking pot in Italy,31,Are there any handles or grips on the cooking pot?,"['yes', 'no', 'None of the above']",gs://subgeodeanon_lim5/cooking pot_13/107/78.png,13_31_107_78,['yes'],['The image shows a cooking pot with a long handle attached to it.'],HSimgs/Italy/a cooking pot_1.png
13,a cooking pot,107,A photo of a cooking pot in Italy,34,Are there any contents inside the cooking pot?,"['yes', 'no', 'None of the above']",gs://stabdiff21/cooking pot_13/107_a cooking pot in Italy/98.png,13_34_107_98,['yes'],"['The image shows a large cooking pot placed inside an alcove.', 'The pot appears to be filled with a yellowish-orange substance, possibly a soup, stew, or sauce.']",HSimgs/Italy/a cooking pot_2.png
13,a cooking pot,107,A photo of a cooking pot in Italy,28,"What material is the cooking pot made of (e.g., metal, ceramic, clay)?","['stainless steel', 'ceramic', 'glass', 'cast iron', 'copper', 'aluminum', 'clay', 'None of the above']",gs://stabdiff21/cooking pot_13/107_a cooking pot in Italy/7.png,13_28_107_7,['ceramic'],"['The cooking pot appears to have a smooth, slightly shiny surface, which could indicate a ceramic or enameled material.', 'The color and overall appearance suggest that it is not made of metal like stainless steel, cast iron, copper, or aluminum.', ""It doesn't have the transparency of glass."", 'The shape and style are consistent with traditional ceramic cookware, particularly those used in Mediterranean or Middle Eastern cooking.']",HSimgs/Italy/a cooking pot_3.png
0,a bag,71,A photo of a bag in Italy,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://fluxgen162/bag_0/71_a bag in Italy/93.png,0_5_71_93,['trapezoidal'],"['The bag has a clear structure with defined sides and angles.', 'The top and bottom edges of the bag are relatively parallel.', 'The sides of the bag are also relatively straight and parallel.', 'The overall shape is wider at the base and slightly narrower at the top.']",HSimgs/Italy/a bag_0.png
0,a bag,71,A photo of a bag in Italy,4,"What is the context in which the bag is shown (e.g., on someone's shoulder, on the ground, in a store display)?","[""in someone's hand"", 'on a conveyor belt', 'packed in a suitcase', 'on the ground', 'on a table or counter', 'in a closet or wardrobe', ""on someone's shoulder"", 'in a store display', 'hanging on a rack or hook', 'None of the above']",gs://stabdiff3m162/bag_0/71_a bag in Italy/233.png,0_4_71_233,['None of the above'],"['The image shows a brown handbag hanging against a stone wall.', 'The bag is not being held, worn, or displayed in a typical retail setting.']",HSimgs/Italy/a bag_1.png
0,a bag,71,A photo of a bag in Italy,0,"What type of bag is shown (e.g., handbag, backpack, tote, duffel bag)?","['gym bag', 'duffel bag', 'laptop bag', 'gift bag', 'messenger bag', 'handbag', 'crossbody bag', 'tote bag', 'briefcase', 'clutch', 'drawstring bag', 'plastic bag', 'waist bag', 'backpack', 'paper bag', 'shopping bag', 'travel bag', 'None of the above']",gs://stabdiff3m162/bag_0/71_a bag in Italy/82.png,0_0_71_82,"['handbag', 'tote bag', 'crossbody bag']","['The image shows a bag with a single strap that can be worn over the shoulder.', 'The bag is of medium size and has a slouchy design.', 'It appears to be made of leather or a similar material.']",HSimgs/Italy/a bag_2.png
0,a bag,71,A photo of a bag in Italy,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://stabdiff3m162/bag_0/71_a bag in Italy/113.png,0_5_71_113,['rectangular'],"['The bag has four sides and a flat bottom.', 'The top and bottom edges are parallel.', 'The side edges are also parallel and roughly equal in length.', 'The top and bottom edges are longer than the side edges.']",HSimgs/Italy/a bag_3.png
38,a storefront,152,A photo of a storefront in Italy,64,What primary material is used in the storefront's construction?,"['brick', 'wood', 'glass', 'stone', 'vinyl', 'stucco', 'concrete', 'metal', 'None of the above']",gs://stabdiff3m/storefront_38/152_a storefront in Italy/145.png,38_64_152_145,"['wood', 'glass']","['The storefront features prominent wooden window frames and doors.', 'The awning frame above the entrance also appears to be made of wood.', 'The walls of the building seem to be made of stucco or a similar material, but the question asks about the storefront specifically.']",HSimgs/Italy/a storefront_0.png
38,a storefront,152,A photo of a storefront in Italy,69,Are there any plants near the entrance?,"['yes', 'no', 'None of the above']",gs://fluxgen/storefront_38/152_a storefront in Italy/7.png,38_69_152_7,['yes'],"['The image shows two potted plants, one on each side of the entrance to the store.']",HSimgs/Italy/a storefront_1.png
38,a storefront,152,A photo of a storefront in Italy,64,What primary material is used in the storefront's construction?,"['brick', 'wood', 'glass', 'stone', 'vinyl', 'stucco', 'concrete', 'metal', 'None of the above']",gs://stabdiff3m/storefront_38/152_a storefront in Italy/169.png,38_64_152_169,"['stucco', 'stone', 'metal', 'glass']","[""The storefront's facade features a smooth, peach-colored surface, characteristic of stucco."", 'The base of the building and area around the door appear to be made of stone.', 'The door and window frames are likely metal, given their dark green color and narrow profiles.', 'The display window is made of glass.']",HSimgs/Italy/a storefront_2.png
38,a storefront,152,A photo of a storefront in Italy,63,"What type of business does the storefront represent (e.g., restaurant, clothing store, bookstore)?","['restaurant', 'clothing store', 'bookstore', 'grocery store', 'pharmacy', 'bank', 'coffee shop', 'bar', 'salon', 'gift shop', 'electronics store', 'furniture store', 'jewelry store', 'art gallery', 'music store', 'sporting goods store', 'hardware store', 'pet store', 'toy store', 'dry cleaner', 'real estate office', 'travel agency', 'movie theater', 'gym', 'hotel', 'None of the above']",gs://fluxgen/storefront_38/152_a storefront in Italy/11.png,38_63_152_11,['clothing store'],"['The image shows a storefront with mannequins dressed in a suit and a dress.', 'There are also other clothes visible inside the store.', 'This suggests that the store sells clothing.']",HSimgs/Italy/a storefront_3.png
12,a stove,98,A photo of a stove in Italy,25,"Are there any pots, pans, or utensils on the stove?","['yes', 'no', 'None of the above']",gs://stabdiff21145/stove_12/98_a stove in Italy/139.png,12_25_98_139,['no'],"['The image shows a stove with knobs and a chimney pipe.', 'There are no pots, pans, or utensils on the stove.']",HSimgs/Italy/a stove_0.png
12,a stove,98,A photo of a stove in Italy,25,"Are there any pots, pans, or utensils on the stove?","['yes', 'no', 'None of the above']",gs://stabdiff21145/stove_12/98_a stove in Italy/78.png,12_25_98_78,['no'],"['The image shows a stove with burners and a griddle.', 'There are no pots, pans, or utensils on the stove.']",HSimgs/Italy/a stove_1.png
12,a stove,98,A photo of a stove in Italy,24,Is there a backsplash or hood visible above the stove?,"['yes', 'no', 'None of the above']",gs://stabdiff21145/stove_12/98_a stove in Italy/165.png,12_24_98_165,['yes'],"['The image shows a stove with knobs and burners.', 'There is a section of wall visible above the stove.', 'This section of wall could be considered a backsplash.']",HSimgs/Italy/a stove_2.png
12,a stove,98,A photo of a stove in Italy,23,Is there a built-in oven beneath the stovetop?,"['yes', 'no', 'None of the above']",gs://stabdiff3m145/stove_12/98_a stove in Italy/192.png,12_23_98_192,['yes'],"['The image shows a stove with a stovetop and an oven beneath it.', ""The oven has a door and a handle, and it appears to be integrated into the stove's structure.""]",HSimgs/Italy/a stove_3.png
23,a house,116,A photo of a house in Italy,37,"What type of roof does the house have (e.g., gabled, flat, tiled)?","['gabled', 'hipped', 'mansard', 'gambrel', 'flat', 'shed', 'butterfly', 'bonnet', 'pyramid', 'dome', 'combination', 'None of the above']",gs://fluxgen/house_23/116_a house in Italy/77.png,23_37_116_77,['gabled'],"['The image shows a house with a sloping roof.', 'The roof has two sloping sides that meet at a central ridge, forming a triangular shape.', 'This roof type is called a gabled roof.']",HSimgs/Italy/a house_0.png
23,a house,116,A photo of a house in Italy,42,Are there any balconies or porches visible?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/house_23/116_a house in Italy/50.png,23_42_116_50,['no'],"['The image shows a building with windows, doors, and shutters, but no balconies or porches are visible.']",HSimgs/Italy/a house_1.png
23,a house,116,A photo of a house in Italy,42,Are there any balconies or porches visible?,"['yes', 'no', 'None of the above']",gs://fluxgen/house_23/116_a house in Italy/63.png,23_42_116_63,['yes'],"['The image shows a house with a balcony on the second floor and a porch on the first floor.', 'Both a balcony and a porch are visible.']",HSimgs/Italy/a house_2.png
23,a house,116,A photo of a house in Italy,37,"What type of roof does the house have (e.g., gabled, flat, tiled)?","['gabled', 'hipped', 'mansard', 'gambrel', 'flat', 'shed', 'butterfly', 'bonnet', 'pyramid', 'dome', 'combination', 'None of the above']",gs://fluxgen/house_23/116_a house in Italy/202.png,23_37_116_202,['hipped'],"['The house has a roof with sloping sides that meet at a central ridge, forming a triangular shape. Also, the roof has more than two sloping sides, which meet at the top.', 'The image shows a hipped roof, which is a type of roof where all sides slope downwards to the walls, usually with a fairly gentle slope.']",HSimgs/Italy/a house_3.png
27,a car,134,A photo of a car in Italy,56,Is the car a convertible?,"['yes', 'no', 'None of the above']",gs://fluxgen162/car_27/134_a car in Italy/202.png,27_56_134_202,['no'],"['The car has a fixed roof.', 'Convertibles have retractable roofs.']",HSimgs/Italy/a car_0.png
27,a car,134,A photo of a car in Italy,52,"What type of wheels does the car have (e.g., spoked, alloy)?","['carbon fiber wheels', 'aluminum wheels', 'steel wheels', 'alloy wheels', 'spoked wheels', 'None of the above']",gs://stabdiff21162/car_27/134_a car in Italy/0.png,27_52_134_0,['steel wheels'],"['The image shows a vintage car parked on a cobblestone street.', 'The wheels have a simple design with a central hub and a series of openings around the perimeter.', 'The wheels appear to be made of metal, but not the complex multi-spoke design of spoked wheels.', 'The wheels do not have the intricate patterns or complex construction typical of modern alloy or aluminum wheels.', 'Steel wheels were common on older vehicles and have a simpler, more utilitarian appearance, consistent with what is seen in the image.']",HSimgs/Italy/a car_1.png
27,a car,134,A photo of a car in Italy,53,"What type of car is visible (e.g., sedan, coupe, SUV, truck)?","['suv', 'sedan', 'truck', 'coupe', 'convertible', 'hatchback', 'station wagon', 'minivan', 'None of the above']",gs://stabdiff3m162/car_27/134_a car in Italy/221.png,27_53_134_221,['sedan'],"['The car has four doors and a separate trunk compartment, which is a characteristic of a sedan.', ""The car's roofline slopes gently towards the rear, which is typical of a sedan.""]",HSimgs/Italy/a car_2.png
27,a car,134,A photo of a car in Italy,52,"What type of wheels does the car have (e.g., spoked, alloy)?","['carbon fiber wheels', 'aluminum wheels', 'steel wheels', 'alloy wheels', 'spoked wheels', 'None of the above']",gs://subgeodeanon_lim5162/car_27/134/109.png,27_52_134_109,"['alloy wheels', 'spoked wheels']","['The wheels have multiple spokes radiating from the center.', 'The wheels appear to be made of a metallic material, likely aluminum alloy, which is commonly used for car wheels.', 'Alloy wheels are often designed with spokes for aesthetic and performance reasons.']",HSimgs/Italy/a car_3.png
