concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
38,a storefront,151,A photo of a storefront in Spain,68,Is there an awning present?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/storefront_38/151_a storefront in Spain/186.png,38_68_151_186,['yes'],"['The image shows a storefront with a light blue covering extending outwards over the display windows.', 'This covering is an awning.']",HSimgs/Spain/a storefront_2.png
38,a storefront,151,A photo of a storefront in Spain,67,What colors are prominent on the storefront's exterior?,"['pink', 'gray', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'orange', 'None of the above']",gs://stabdiff21/storefront_38/151_a storefront in Spain/154.png,38_67_151_154,"['yellow', 'red', 'green', 'gold', 'white']","[""The storefront's main wall has a light peach or yellowish-tan color."", 'The sign above the entrance is primarily red with gold lettering.', 'The security gates/doors are a dark green.', 'The window frames and some details appear white or light gray.']",HSimgs/Spain/a storefront_3.png
23,a house,115,A photo of a house in Spain,35,What type of house is shown?,"['mobile home', 'ranch style house', 'bungalow', 'split-level house', 'farmhouse', 'single-family home', 'mansion', 'victorian house', 'a-frame house', 'colonial house', 'cabin', 'cottage', 'condominium', 'traditional', 'None of the above']",gs://stabdiff3m/house_23/115_a house in Spain/128.png,23_35_115_128,"['single-family home', 'traditional']","['The image shows a single dwelling.', 'The house appears to be built in a traditional style, possibly Mediterranean, with stucco walls and a simple design.', ""It's not large enough to be a mansion and doesn't fit the specific architectural styles of the other options.""]",HSimgs/Spain/a house_0.png
23,a house,115,A photo of a house in Spain,38,How is the area immediately surrounding the house landscaped?,"['garden', 'lawn', 'water feature', 'rocks', 'gravel', 'paved', 'mulch', 'None of the above']",gs://fluxgen/house_23/115_a house in Spain/125.png,23_38_115_125,"['garden', 'lawn', 'gravel']","['The area directly adjacent to the house features a lawn.', 'A gravel pathway leads to the house.', 'Various garden beds with shrubs and other plants are visible around the lawn and pathway.']",HSimgs/Spain/a house_1.png
23,a house,115,A photo of a house in Spain,42,Are there any balconies or porches visible?,"['yes', 'no', 'None of the above']",gs://stabdiff21/house_23/115_a house in Spain/68.png,23_42_115_68,['yes'],"['The image shows a building with a balcony with plants and flowers on it.', 'Therefore, there is a balcony visible in the image.']",HSimgs/Spain/a house_2.png
23,a house,115,A photo of a house in Spain,35,What type of house is shown?,"['mobile home', 'ranch style house', 'bungalow', 'split-level house', 'farmhouse', 'single-family home', 'mansion', 'victorian house', 'a-frame house', 'colonial house', 'cabin', 'cottage', 'condominium', 'traditional', 'None of the above']",gs://stabdiff21/house_23/115_a house in Spain/193.png,23_35_115_193,"['single-family home', 'traditional', 'cottage']","['The image shows a house with a tiled roof, a balcony, and a blue and peach-colored exterior.', 'The house appears to be a single dwelling.', 'The architectural style is simple and traditional.']",HSimgs/Spain/a house_3.png
24,a backyard,124,A photo of a backyard in Spain,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/124_a backyard in Spain/107.png,24_47_124_107,['no'],"['The image shows a patio with a table and chairs, surrounded by plants and trees.', ""There are no signs of children's play equipment such as a swing set or sandbox.""]",HSimgs/Spain/a backyard_0.png
24,a backyard,124,A photo of a backyard in Spain,44,Are there any trees or large bushes present?,"['yes', 'no', 'None of the above']",gs://stabdiff21145/backyard_24/124_a backyard in Spain/106.png,24_44_124_106,['yes'],"['The image shows a small courtyard garden with a variety of plants.  There are several large bushes and vines growing on the walls and some potted plants.  While there are no large trees, the bushes are substantial enough to be considered large bushes.']",HSimgs/Spain/a backyard_1.png
24,a backyard,124,A photo of a backyard in Spain,45,Does the backyard appear to be fenced?,"['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/124_a backyard in Spain/236.png,24_45_124_236,['yes'],"['The image shows walls surrounding the backyard area.', 'The walls appear to enclose the space completely.']",HSimgs/Spain/a backyard_2.png
24,a backyard,124,A photo of a backyard in Spain,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://fluxgen145/backyard_24/124_a backyard in Spain/91.png,24_47_124_91,['no'],"['The image shows a swimming pool, lounge chairs, and various plants and trees.', ""There are no signs of children's play equipment such as a swing set or sandbox.""]",HSimgs/Spain/a backyard_3.png
12,a stove,97,A photo of a stove in Spain,26,Is the stove built-in or freestanding?,"['built-in', 'freestanding', 'None of the above']",gs://fluxgen145/stove_12/97_a stove in Spain/15.png,12_26_97_15,['freestanding'],"['The stove has four legs and sits on a tiled hearth.', 'The stovepipe goes straight up from the stove to the ceiling.', 'There is space around the stove on all sides.']",HSimgs/Spain/a stove_0.png
12,a stove,97,A photo of a stove in Spain,21,"What is the material of the stovetop (e.g., stainless steel, ceramic, cast iron)?","['stainless steel', 'enameled steel', 'glass', 'ceramic', 'cast iron', 'copper', 'None of the above']",gs://stabdiff3m145/stove_12/97_a stove in Spain/32.png,12_21_97_32,"['enameled steel', 'cast iron']","['The stovetop has a dark, slightly textured surface.', ""It doesn't have the characteristic shine of stainless steel or the smooth surface of glass or ceramic."", 'The burners sit on grates, which is typical of gas stoves with enamel or cast iron stovetops.', 'The overall appearance suggests a more traditional material.']",HSimgs/Spain/a stove_1.png
12,a stove,97,A photo of a stove in Spain,22,How many burners or cooking elements are visible on the stove?,"['0', '1', '2', '3', '4', '5', '6', 'None of the above']",gs://stabdiff21145/stove_12/97_a stove in Spain/4.png,12_22_97_4,['0'],"['The image shows a small, free-standing stove or fireplace.', 'The stove has a small fire burning inside, visible through the glass door.', 'There are no visible burners or cooking elements on the stove.']",HSimgs/Spain/a stove_2.png
12,a stove,97,A photo of a stove in Spain,25,"Are there any pots, pans, or utensils on the stove?","['yes', 'no', 'None of the above']",gs://stabdiff21145/stove_12/97_a stove in Spain/187.png,12_25_97_187,['no'],"['The image shows a stove with a fire burning inside.', 'There are no pots, pans, or utensils on the stove.']",HSimgs/Spain/a stove_3.png
13,a cooking pot,106,A photo of a cooking pot in Spain,29,"What is the shape of the cooking pot (e.g., round, oval, rectangular)?","['square', 'oval', 'round', 'rectangular', 'None of the above']",gs://stabdiff3m/cooking pot_13/106_a cooking pot in Spain/108.png,13_29_106_108,['round'],"['The cooking pot has a circular base and a circular lid.', 'The sides of the pot are straight and rise vertically from the base.']",HSimgs/Spain/a cooking pot_0.png
13,a cooking pot,106,A photo of a cooking pot in Spain,30,Does the cooking pot have a lid?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/cooking pot_13/106_a cooking pot in Spain/229.png,13_30_106_229,['no'],"['The image shows a cooking pot with two handles and some liquid inside.', 'There is no lid visible on the pot or in the surrounding area.']",HSimgs/Spain/a cooking pot_1.png
13,a cooking pot,106,A photo of a cooking pot in Spain,30,Does the cooking pot have a lid?,"['yes', 'no', 'None of the above']",gs://stabdiff21/cooking pot_13/106_a cooking pot in Spain/186.png,13_30_106_186,['yes'],"['The image shows a large, reddish-brown cooking pot.', 'The pot has a lid on top of it, which is partially a different color.', 'Therefore, the cooking pot has a lid.']",HSimgs/Spain/a cooking pot_2.png
13,a cooking pot,106,A photo of a cooking pot in Spain,34,Are there any contents inside the cooking pot?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/cooking pot_13/106_a cooking pot in Spain/244.png,13_34_106_244,['yes'],"['The image shows a large cooking pot.', 'The pot contains a mixture of chopped vegetables and spices.']",HSimgs/Spain/a cooking pot_3.png
30,a dog,142,A photo of a dog in Spain,57,What is the dog's coat color?,"['gray', 'black', 'brown', 'blue', 'sable', 'red', 'cream', 'golden', 'white', 'None of the above']",gs://fluxgen145/dog_30/142_a dog in Spain/130.png,30_57_142_130,"['red', 'golden']","[""The dog's coat is a light reddish-brown color."", ""The provided options include 'red' and 'golden', which are close to the dog's coat color.""]",HSimgs/Spain/a dog_0.png
30,a dog,142,A photo of a dog in Spain,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://stabdiff3m145/dog_30/142_a dog in Spain/161.png,30_59_142_161,['yes'],"['The image shows a dog sitting on a paved surface.', 'The dog has a thin black collar around its neck.']",HSimgs/Spain/a dog_1.png
30,a dog,142,A photo of a dog in Spain,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://fluxgen145/dog_30/142_a dog in Spain/92.png,30_59_142_92,['yes'],"['The image shows a dog sitting on a street.', 'The dog has a purple collar around its neck.']",HSimgs/Spain/a dog_2.png
30,a dog,142,A photo of a dog in Spain,62,"What is the dog's posture (standing, sitting, lying down)?","['standing', 'sitting', 'lying down', 'None of the above']",gs://subgeodeanon_lim5145/dog_30/142/30.png,30_62_142_30,['standing'],"['The dog has all four paws on the ground.', ""The dog's legs are straight and supporting its body.""]",HSimgs/Spain/a dog_3.png
6,a chair,79,A photo of a chair in Spain,6,"What is the primary material of the chair's frame (e.g., wood, metal, plastic)?","['wicker', 'wood', 'bamboo', 'acrylic', 'rattan', 'fiberglass', 'plastic', 'metal', 'None of the above']",gs://fluxgen162/chair_6/79_a chair in Spain/57.png,6_6_79_57,['wood'],"[""The chair's frame appears to be made of a smooth, light brown material with a wood grain pattern."", 'This is characteristic of wooden furniture.']",HSimgs/Spain/a chair_0.png
6,a chair,79,A photo of a chair in Spain,6,"What is the primary material of the chair's frame (e.g., wood, metal, plastic)?","['wicker', 'wood', 'bamboo', 'acrylic', 'rattan', 'fiberglass', 'plastic', 'metal', 'None of the above']",gs://stabdiff21162/chair_6/79_a chair in Spain/101.png,6_6_79_101,['wood'],"['The chair appears to be made of a natural material with a visible grain.', 'The legs and frame have a slightly irregular shape, suggesting they were crafted rather than molded.', ""The chair's overall appearance is consistent with traditional woodworking techniques.""]",HSimgs/Spain/a chair_1.png
6,a chair,79,A photo of a chair in Spain,7,"What material is the upholstery made from (e.g., fabric, leather, vinyl)?","['fabric', 'vinyl', 'leather', 'None of the above']",gs://fluxgen162/chair_6/79_a chair in Spain/118.png,6_7_79_118,['fabric'],"['The upholstery appears to have a woven texture, which is characteristic of fabric.', 'The material does not have the sheen or smooth surface typical of leather or vinyl.']",HSimgs/Spain/a chair_2.png
6,a chair,79,A photo of a chair in Spain,6,"What is the primary material of the chair's frame (e.g., wood, metal, plastic)?","['wicker', 'wood', 'bamboo', 'acrylic', 'rattan', 'fiberglass', 'plastic', 'metal', 'None of the above']",gs://fluxgen162/chair_6/79_a chair in Spain/74.png,6_6_79_74,['wood'],"[""The chair's frame has a natural, grained appearance characteristic of wood."", 'The color and texture of the frame resemble typical wood finishes.', 'The carved details and construction of the frame are consistent with woodworking techniques.']",HSimgs/Spain/a chair_3.png
0,a bag,70,A photo of a bag in Spain,2,What color is the bag?,"['black', 'white', 'red', 'blue', 'green', 'yellow', 'orange', 'purple', 'pink', 'brown', 'gray', 'beige', 'multicolored', 'None of the above']",gs://fluxgen162/bag_0/70_a bag in Spain/130.png,0_2_70_130,['brown'],['The bag appears to be a shade of brown.'],HSimgs/Spain/a bag_0.png
0,a bag,70,A photo of a bag in Spain,1,"What material is the bag made of (e.g., leather, canvas, plastic)?","['canvas', 'wicker', 'faux leather', 'suede', 'nylon', 'straw', 'denim', 'leather', 'paper', 'jute', 'plastic', 'burlap', 'None of the above']",gs://fluxgen162/bag_0/70_a bag in Spain/107.png,0_1_70_107,['leather'],"['The bag appears to have a smooth, slightly textured surface.', ""The bag's material looks supple and has a subtle sheen."", 'These visual characteristics are consistent with leather.']",HSimgs/Spain/a bag_1.png
0,a bag,70,A photo of a bag in Spain,3,Are there any logos or brand markings visible on the bag?,"['yes', 'no', 'None of the above']",gs://fluxgen162/bag_0/70_a bag in Spain/175.png,0_3_70_175,['yes'],"['The image clearly shows a brown leather bag.', 'Upon closer inspection, a logo or brand marking is visible on the front of the bag.', 'The logo appears to be embossed or imprinted on the leather.']",HSimgs/Spain/a bag_2.png
0,a bag,70,A photo of a bag in Spain,4,"What is the context in which the bag is shown (e.g., on someone's shoulder, on the ground, in a store display)?","[""in someone's hand"", 'on a conveyor belt', 'packed in a suitcase', 'on the ground', 'on a table or counter', 'in a closet or wardrobe', ""on someone's shoulder"", 'in a store display', 'hanging on a rack or hook', 'None of the above']",gs://stabdiff21162/bag_0/70_a bag in Spain/146.png,0_4_70_146,['on the ground'],"['The image shows a red bag leaning against a brick wall.', 'The bag is placed on the ground at the base of the wall.']",HSimgs/Spain/a bag_3.png
