concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
23,a house,37,A photo of a house in Turkey,36,"What is the primary material used for the exterior walls of the house (e.g., brick, wood, stucco)?","['brick', 'wood', 'vinyl siding', 'stone', 'stucco', 'fiber cement siding', 'concrete', 'metal', 'adobe', 'None of the above']",gs://stabdiff3m/house_23/37_a house in Turkey/109.png,23_36_37_109,['stone'],"['The image shows a house with walls made of irregularly shaped blocks.', 'The color and texture of the blocks suggest a natural material.', 'The blocks appear to be various sizes and shapes, characteristic of stone construction.']",HSimgs/Turkey/a house_2.png
23,a house,37,A photo of a house in Turkey,39,Is the house single-story or multi-story?,"['single-story', 'multi-story', 'None of the above']",gs://fluxgen/house_23/37_a house in Turkey/85.png,23_39_37_85,['multi-story'],"['The image shows a house with two distinct floors or levels, one on top of the other.', 'A balcony is visible on the upper floor, further confirming the presence of multiple stories.']",HSimgs/Turkey/a house_3.png
30,a dog,58,A photo of a dog in Turkey,57,What is the dog's coat color?,"['gray', 'black', 'brown', 'blue', 'sable', 'red', 'cream', 'golden', 'white', 'None of the above']",gs://stabdiff3m145/dog_30/58_a dog in Turkey/106.png,30_57_58_106,"['red', 'white']","[""The dog's coat has patches of light brown/red and white."", 'Red is a close approximation of the light brown color.', 'White is clearly visible.']",HSimgs/Turkey/a dog_0.png
30,a dog,58,A photo of a dog in Turkey,60,"What is the dog's apparent age - puppy, adult, or senior?","['puppy', 'adult', 'senior', 'None of the above']",gs://stabdiff21145/dog_30/58_a dog in Turkey/237.png,30_60_58_237,['puppy'],"['The dog appears to be small in size.', ""The dog's playful posture and expression suggest youthfulness."", ""The dog's ears are large relative to its head, a characteristic often seen in puppies.""]",HSimgs/Turkey/a dog_1.png
30,a dog,58,A photo of a dog in Turkey,61,"Are the dog's ears pointed, floppy, or cropped?","['pointed', 'floppy', 'cropped', 'None of the above']",gs://subgeodeanon_lim5145/dog_30/58/1070.png,30_61_58_1070,['floppy'],"['The image shows a brown dog lying on a sidewalk.', ""The dog's ears are hanging down beside its head.""]",HSimgs/Turkey/a dog_2.png
30,a dog,58,A photo of a dog in Turkey,60,"What is the dog's apparent age - puppy, adult, or senior?","['puppy', 'adult', 'senior', 'None of the above']",gs://stabdiff3m145/dog_30/58_a dog in Turkey/11.png,30_60_58_11,['adult'],"['The dog appears to be fully grown, with adult features and proportions.', 'Its coat is smooth and vibrant, suggesting it is not a senior dog.', ""The dog's posture and expression indicate an energetic and alert demeanor, further supporting the assessment that it is an adult.""]",HSimgs/Turkey/a dog_3.png
6,a chair,9,A photo of a chair in Turkey,11,Does the chair have a back?,"['yes', 'no', 'None of the above']",gs://fluxgen162/chair_6/9_a chair in Turkey/16.png,6_11_9_16,['yes'],"['The image shows a round chair with a back and a seat cushion.', 'The back of the chair is visible in the image.']",HSimgs/Turkey/a chair_0.png
6,a chair,9,A photo of a chair in Turkey,6,"What is the primary material of the chair's frame (e.g., wood, metal, plastic)?","['wicker', 'wood', 'bamboo', 'acrylic', 'rattan', 'fiberglass', 'plastic', 'metal', 'None of the above']",gs://fluxgen162/chair_6/9_a chair in Turkey/174.png,6_6_9_174,['wood'],"[""The chair's frame appears to be made of a dark brown material with a visible wood grain."", 'The frame has a smooth, polished finish, characteristic of wooden furniture.', 'The overall construction and style of the chair suggest a traditional design often associated with wood furniture.']",HSimgs/Turkey/a chair_1.png
6,a chair,9,A photo of a chair in Turkey,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://stabdiff3m162/chair_6/9_a chair in Turkey/229.png,6_10_9_229,['yes'],"['The image shows a chair with a small table-like extension on one side.', 'This extension serves as an armrest.']",HSimgs/Turkey/a chair_2.png
6,a chair,9,A photo of a chair in Turkey,9,"What function does the chair appear to be designed for (e.g., dining, office work, lounging)?","['office work', 'reclining', 'rocking', 'gaming', 'dining', 'waiting room seating', 'lounging', 'None of the above']",gs://stabdiff21162/chair_6/9_a chair in Turkey/140.png,6_9_9_140,['waiting room seating'],"['The chair is upright and has a relatively straight back.', 'It appears to be designed for sitting upright rather than reclining or lounging.', 'The chair is placed against a wall, suggesting it might be in a waiting area.', ""The chair's decorative back and arms suggest it's not intended for office work or gaming.""]",HSimgs/Turkey/a chair_3.png
38,a storefront,65,A photo of a storefront in Turkey,69,Are there any plants near the entrance?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/storefront_38/65_a storefront in Turkey/181.png,38_69_65_181,['no'],"['The image shows a store entrance with a person standing in front of it.', 'There are no plants visible near the entrance.']",HSimgs/Turkey/a storefront_0.png
38,a storefront,65,A photo of a storefront in Turkey,67,What colors are prominent on the storefront's exterior?,"['pink', 'gray', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'orange', 'None of the above']",gs://stabdiff21/storefront_38/65_a storefront in Turkey/198.png,38_67_65_198,"['gray', 'red', 'brown']","[""The storefront's main color is gray, visible on the walls and metal shutters."", 'The store sign has red letters.', 'Brown is present in the wooden elements like the trash bin and the box inside the store.']",HSimgs/Turkey/a storefront_1.png
38,a storefront,65,A photo of a storefront in Turkey,69,Are there any plants near the entrance?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/storefront_38/65_a storefront in Turkey/92.png,38_69_65_92,['no'],"['The image shows a store front with shelves full of products.', 'There are no plants visible near the entrance.']",HSimgs/Turkey/a storefront_2.png
38,a storefront,65,A photo of a storefront in Turkey,64,What primary material is used in the storefront's construction?,"['brick', 'wood', 'glass', 'stone', 'vinyl', 'stucco', 'concrete', 'metal', 'None of the above']",gs://fluxgen/storefront_38/65_a storefront in Turkey/96.png,38_64_65_96,"['wood', 'vinyl']","[""The storefront's frame, including the doors and display cases, are made of wood."", 'The awning above the entrance appears to be made of vinyl or canvas.', ""The building's facade seems to be made of stone or concrete, but the question specifically asks about the storefront's construction.""]",HSimgs/Turkey/a storefront_3.png
0,a bag,2,A photo of a bag in Turkey,1,"What material is the bag made of (e.g., leather, canvas, plastic)?","['canvas', 'wicker', 'faux leather', 'suede', 'nylon', 'straw', 'denim', 'leather', 'paper', 'jute', 'plastic', 'burlap', 'None of the above']",gs://stabdiff3m162/bag_0/2_a bag in Turkey/123.png,0_1_2_123,['jute'],"['The bag appears to be made of a knitted or crocheted material.', 'The texture and pattern suggest a natural fiber like jute.']",HSimgs/Turkey/a bag_0.png
0,a bag,2,A photo of a bag in Turkey,0,"What type of bag is shown (e.g., handbag, backpack, tote, duffel bag)?","['gym bag', 'duffel bag', 'laptop bag', 'gift bag', 'messenger bag', 'handbag', 'crossbody bag', 'tote bag', 'briefcase', 'clutch', 'drawstring bag', 'plastic bag', 'waist bag', 'backpack', 'paper bag', 'shopping bag', 'travel bag', 'None of the above']",gs://fluxgen162/bag_0/2_a bag in Turkey/105.png,0_0_2_105,['handbag'],"['The image shows a person holding a medium-sized bag with two top handles.', 'The bag is carried in hand and does not have a long strap for shoulder or crossbody wear.', ""The bag's size and structure suggest it is designed for carrying personal belongings."", 'The style is consistent with a handbag.']",HSimgs/Turkey/a bag_1.png
0,a bag,2,A photo of a bag in Turkey,0,"What type of bag is shown (e.g., handbag, backpack, tote, duffel bag)?","['gym bag', 'duffel bag', 'laptop bag', 'gift bag', 'messenger bag', 'handbag', 'crossbody bag', 'tote bag', 'briefcase', 'clutch', 'drawstring bag', 'plastic bag', 'waist bag', 'backpack', 'paper bag', 'shopping bag', 'travel bag', 'None of the above']",gs://stabdiff21162/bag_0/2_a bag in Turkey/187.png,0_0_2_187,"['handbag', 'crossbody bag', 'tote bag', 'messenger bag', 'backpack']","['The image shows a variety of bags displayed in a shop.', 'Some bags have short handles and are designed to be carried in hand, qualifying as handbags.', 'Some bags have longer straps, suitable for carrying across the body or on the shoulder, which could be crossbody bags, messenger bags, or tote bags.', 'A few bags appear to have two straps designed to be worn on the back, identifying them as backpacks.']",HSimgs/Turkey/a bag_2.png
0,a bag,2,A photo of a bag in Turkey,4,"What is the context in which the bag is shown (e.g., on someone's shoulder, on the ground, in a store display)?","[""in someone's hand"", 'on a conveyor belt', 'packed in a suitcase', 'on the ground', 'on a table or counter', 'in a closet or wardrobe', ""on someone's shoulder"", 'in a store display', 'hanging on a rack or hook', 'None of the above']",gs://stabdiff21162/bag_0/2_a bag in Turkey/66.png,0_4_2_66,['None of the above'],"['The image shows a person holding a bag.', ""The bag is not on the ground, on a table, in a closet, on a conveyor belt, packed in a suitcase, in a store display, hanging on a rack, or on someone's shoulder.""]",HSimgs/Turkey/a bag_3.png
24,a backyard,44,A photo of a backyard in Turkey,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://stabdiff21145/backyard_24/44_a backyard in Turkey/165.png,24_47_44_165,['no'],"[""The image shows a courtyard with various plants, pots, and a red tub.  There are no visible signs of typical children's play equipment like swings, slides, or sandboxes.""]",HSimgs/Turkey/a backyard_0.png
24,a backyard,44,A photo of a backyard in Turkey,50,"Are there any outdoor furniture items (e.g., chairs, tables, swing set)?","['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/44_a backyard in Turkey/124.png,24_50_44_124,['yes'],"['The image shows a garden with a table and chairs on the lawn.', 'These are outdoor furniture items.']",HSimgs/Turkey/a backyard_1.png
24,a backyard,44,A photo of a backyard in Turkey,45,Does the backyard appear to be fenced?,"['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/44_a backyard in Turkey/60.png,24_45_44_60,['yes'],"['The image shows a backyard with a stone wall and some fencing partially visible behind the trees.', 'The presence of a wall and partial fencing suggests the backyard is enclosed.']",HSimgs/Turkey/a backyard_2.png
24,a backyard,44,A photo of a backyard in Turkey,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://fluxgen145/backyard_24/44_a backyard in Turkey/171.png,24_47_44_171,['no'],"['The image shows a swimming pool, a house, trees, plants, and a lounge chair.', ""There are no signs of children's play equipment such as a swing set or sandbox.""]",HSimgs/Turkey/a backyard_3.png
