concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
0,a bag,78,A photo of a bag in United States of America,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://fluxgen162/bag_0/78_a bag in United States of America/24.png,0_5_78_24,['rectangular'],"['The bag has four sides and the top and bottom sides are roughly parallel and equal in length.', 'The left and right sides are also roughly parallel and equal in length.', 'The angles between adjacent sides appear to be close to 90 degrees.']",HSimgs/United States of America/a bag_2.png
0,a bag,78,A photo of a bag in United States of America,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://fluxgen162/bag_0/78_a bag in United States of America/20.png,0_5_78_20,['rectangular'],"['The bag has a clear rectangular shape when viewed from the top.', 'The sides of the bag are straight and roughly parallel to each other.', 'The top and bottom edges are also relatively straight and parallel.']",HSimgs/United States of America/a bag_3.png
10,a plate of food,96,A photo of a plate of food in United States of America,14,"Is the plate mostly full, about half full, or mostly empty?","['mostly full', 'about half full', 'mostly empty', 'None of the above']",gs://fluxgen/plate of food_10/96_a plate of food in United States of America/203.png,10_14_96_203,['mostly full'],"[""The plate contains a burger, a grilled chicken breast, french fries, and broccoli. These items take up a significant portion of the plate's surface area."", 'There is some empty space on the plate, but the food items are substantial enough to consider the plate more than half full.']",HSimgs/United States of America/a plate of food_0.png
10,a plate of food,96,A photo of a plate of food in United States of America,14,"Is the plate mostly full, about half full, or mostly empty?","['mostly full', 'about half full', 'mostly empty', 'None of the above']",gs://fluxgen/plate of food_10/96_a plate of food in United States of America/145.png,10_14_96_145,['about half full'],"['The plate contains a serving of pasta, onion rings, and a small bowl of sauce.', ""The food occupies a significant portion of the plate's surface area."", 'There is some white space visible around the edges of the food, but not enough to consider the plate mostly empty.']",HSimgs/United States of America/a plate of food_1.png
10,a plate of food,96,A photo of a plate of food in United States of America,18,"What kind of utensils are visible (e.g., plastic forks, metal silverware)?","['chopsticks', 'forks', 'knives', 'spoons', 'None of the above']",gs://stabdiff21/plate of food_10/96_a plate of food in United States of America/214.png,10_18_96_214,"['forks', 'knives']","['I can see a fork and a knife on the left side of the image, partially obscured by the plate of dipping sauce.', 'The fork and knife appear to be made of metal.']",HSimgs/United States of America/a plate of food_2.png
10,a plate of food,96,A photo of a plate of food in United States of America,17,"What kind of plate is the food served on (e.g., fine china, plastic, paper)?","['paper plate', 'ceramic plate', 'metal plate', 'wooden plate', 'glass plate', 'plastic plate', 'None of the above']",gs://stabdiff21/plate of food_10/96_a plate of food in United States of America/75.png,10_17_96_75,['ceramic plate'],"['The plate has a smooth, glossy finish and intricate design.', ""The plate's edges are slightly raised and have a defined shape."", 'The plate appears to be relatively sturdy and reusable.']",HSimgs/United States of America/a plate of food_3.png
24,a backyard,132,A photo of a backyard in United States of America,50,"Are there any outdoor furniture items (e.g., chairs, tables, swing set)?","['yes', 'no', 'None of the above']",gs://stabdiff21145/backyard_24/132_a backyard in United States of America/48.png,24_50_132_48,['yes'],"['The image shows a backyard with a patio, lawn, and trees.', 'There are several outdoor furniture items visible in the image, including a wooden Adirondack chair in the foreground, two orange chairs on the right side of the patio, and a wooden bench in the background.', ""Therefore, the answer is 'yes'.""]",HSimgs/United States of America/a backyard_0.png
24,a backyard,132,A photo of a backyard in United States of America,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/132_a backyard in United States of America/229.png,24_47_132_229,['no'],"['The image shows a backyard with a lawn, hedges, and a wooden fence.', ""There are no visible signs of children's play equipment such as a swing set or sandbox.""]",HSimgs/United States of America/a backyard_1.png
24,a backyard,132,A photo of a backyard in United States of America,48,"Are there any gardening features, such as flower beds, vegetable patches, or a greenhouse?","['yes', 'no', 'None of the above']",gs://stabdiff21145/backyard_24/132_a backyard in United States of America/183.png,24_48_132_183,['yes'],"['The image shows a backyard with a variety of plants, including flowers, shrubs, and trees.', 'There are clearly defined areas with different types of flowers and shrubs, indicating the presence of flower beds.', 'There is no visible vegetable patch or greenhouse.']",HSimgs/United States of America/a backyard_2.png
24,a backyard,132,A photo of a backyard in United States of America,48,"Are there any gardening features, such as flower beds, vegetable patches, or a greenhouse?","['yes', 'no', 'None of the above']",gs://stabdiff21145/backyard_24/132_a backyard in United States of America/235.png,24_48_132_235,['yes'],"['The image shows a backyard with a variety of plants, including flowers, shrubs, and trees.', 'There are clearly defined areas with different types of plantings, indicating the presence of flower beds.', ""While the image doesn't explicitly show a vegetable patch or a greenhouse, the presence of flower beds confirms gardening features are present.""]",HSimgs/United States of America/a backyard_3.png
13,a cooking pot,114,A photo of a cooking pot in United States of America,28,"What material is the cooking pot made of (e.g., metal, ceramic, clay)?","['stainless steel', 'ceramic', 'glass', 'cast iron', 'copper', 'aluminum', 'clay', 'None of the above']",gs://stabdiff3m/cooking pot_13/114_a cooking pot in United States of America/87.png,13_28_114_87,['aluminum'],"['The cooking pot appears to have a smooth, dark-colored surface, which is common for metal cookware.', 'The handles and rim have a metallic sheen, suggesting they are made of metal.', ""The pot's overall appearance and construction are consistent with typical metal cookware.""]",HSimgs/United States of America/a cooking pot_0.png
13,a cooking pot,114,A photo of a cooking pot in United States of America,30,Does the cooking pot have a lid?,"['yes', 'no', 'None of the above']",gs://stabdiff21/cooking pot_13/114_a cooking pot in United States of America/239.png,13_30_114_239,['yes'],"['The image shows a large cooking pot.', 'The pot has a circular top covering it.', 'This circular top is the lid of the pot.']",HSimgs/United States of America/a cooking pot_1.png
13,a cooking pot,114,A photo of a cooking pot in United States of America,34,Are there any contents inside the cooking pot?,"['yes', 'no', 'None of the above']",gs://stabdiff21/cooking pot_13/114_a cooking pot in United States of America/178.png,13_34_114_178,['no'],"['The image shows a cooking pot with a lid on top.', 'The lid is completely covering the pot, so it is not possible to see the contents inside.', 'Therefore, we cannot determine if there are any contents inside the cooking pot.']",HSimgs/United States of America/a cooking pot_2.png
13,a cooking pot,114,A photo of a cooking pot in United States of America,32,Are there any decorations or markings on the cooking pot?,"['yes', 'no', 'None of the above']",gs://fluxgen/cooking pot_13/114_a cooking pot in United States of America/103.png,13_32_114_103,['yes'],"['The image shows a dark-colored cooking pot with handles on both sides.', 'On the side of the pot, there is a small, embossed marking that appears to be a brand logo.', 'This marking can be considered a decoration.']",HSimgs/United States of America/a cooking pot_3.png
38,a storefront,159,A photo of a storefront in United States of America,63,"What type of business does the storefront represent (e.g., restaurant, clothing store, bookstore)?","['restaurant', 'clothing store', 'bookstore', 'grocery store', 'pharmacy', 'bank', 'coffee shop', 'bar', 'salon', 'gift shop', 'electronics store', 'furniture store', 'jewelry store', 'art gallery', 'music store', 'sporting goods store', 'hardware store', 'pet store', 'toy store', 'dry cleaner', 'real estate office', 'travel agency', 'movie theater', 'gym', 'hotel', 'None of the above']",gs://fluxgen/storefront_38/159_a storefront in United States of America/104.png,38_63_159_104,['gift shop'],"['The storefront displays a variety of items like candles, small decorative items, and what appears to be personal care products.', 'These items are typically found in gift shops.']",HSimgs/United States of America/a storefront_0.png
38,a storefront,159,A photo of a storefront in United States of America,68,Is there an awning present?,"['yes', 'no', 'None of the above']",gs://fluxgen/storefront_38/159_a storefront in United States of America/98.png,38_68_159_98,['no'],"['The image shows a storefront with a large window display and a dark gray frame. There is no awning extending over the window or entrance.', 'An awning is a secondary covering attached to the exterior wall of a building. It is typically made of canvas woven of acrylic, cotton, or polyester yarn, or vinyl laminated to polyester fabric that is stretched tightly over a light structure of aluminium, iron or steel, possibly coot or transparent, and supported by columns or attached to a building.']",HSimgs/United States of America/a storefront_1.png
38,a storefront,159,A photo of a storefront in United States of America,65,What kind of signage is used - traditional hand-painted or modern illuminated?,"['illuminated', 'vinyl lettering', 'printed posters', 'hand-painted', 'chalkboard', 'None of the above']",gs://stabdiff21/storefront_38/159_a storefront in United States of America/140.png,38_65_159_140,['hand-painted'],"[""The sign for the store's name appears to be made of individual letters attached directly to the building's facade."", 'The letters are three-dimensional and have a textured, uneven surface, suggesting they were not printed or made of vinyl.', ""There's no evidence of internal illumination or backlighting for the sign."", 'The overall style and condition of the sign suggest a more traditional approach.']",HSimgs/United States of America/a storefront_2.png
38,a storefront,159,A photo of a storefront in United States of America,66,Is the storefront part of a larger building or a standalone structure?,"['larger building', 'standalone structure', 'None of the above']",gs://stabdiff3m/storefront_38/159_a storefront in United States of America/10.png,38_66_159_10,['larger building'],"['The storefront shares a brick wall with adjacent structures, indicating it is integrated into a larger building.']",HSimgs/United States of America/a storefront_3.png
27,a car,141,A photo of a car in United States of America,55,Are there any people visible in the car?,"['yes', 'no', 'None of the above']",gs://fluxgen162/car_27/141_a car in United States of America/154.png,27_55_141_154,['no'],"['The image shows a classic car driving down a street.', 'The car appears to have no driver or passengers inside.']",HSimgs/United States of America/a car_0.png
27,a car,141,A photo of a car in United States of America,52,"What type of wheels does the car have (e.g., spoked, alloy)?","['carbon fiber wheels', 'aluminum wheels', 'steel wheels', 'alloy wheels', 'spoked wheels', 'None of the above']",gs://stabdiff3m162/car_27/141_a car in United States of America/76.png,27_52_141_76,"['alloy wheels', 'spoked wheels']","['The wheels have multiple spokes radiating from the center.', 'The wheels appear to be made of metal, likely an alloy.']",HSimgs/United States of America/a car_1.png
27,a car,141,A photo of a car in United States of America,53,"What type of car is visible (e.g., sedan, coupe, SUV, truck)?","['suv', 'sedan', 'truck', 'coupe', 'convertible', 'hatchback', 'station wagon', 'minivan', 'None of the above']",gs://stabdiff21162/car_27/141_a car in United States of America/228.png,27_53_141_228,['sedan'],"['The car has four doors and a separate trunk, which is a characteristic of a sedan.']",HSimgs/United States of America/a car_2.png
27,a car,141,A photo of a car in United States of America,55,Are there any people visible in the car?,"['yes', 'no', 'None of the above']",gs://fluxgen162/car_27/141_a car in United States of America/75.png,27_55_141_75,['no'],"['The image shows the exterior of a car.', 'The windows are somewhat transparent, but no people are visible inside.']",HSimgs/United States of America/a car_3.png
