concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
23,a house,41,A photo of a house in India,40,What kind of vehicle is visible in the immediate vicinity of the house?,"['airplane', 'car', 'bus', 'suv', 'van', 'tractor', 'snowmobile', 'truck', 'motorcycle', 'rv', 'bicycle', 'helicopter', 'golf cart', 'atv', 'None of the above']",gs://stabdiff21/house_23/41_a house in India/83.png,23_40_41_83,['bicycle'],"['The image shows a bicycle leaning against a wall.', 'A bicycle is a vehicle.']",HSimgs/India/a house_2.png
23,a house,41,A photo of a house in India,35,What type of house is shown?,"['mobile home', 'ranch style house', 'bungalow', 'split-level house', 'farmhouse', 'single-family home', 'mansion', 'victorian house', 'a-frame house', 'colonial house', 'cabin', 'cottage', 'condominium', 'traditional', 'None of the above']",gs://stabdiff3m/house_23/41_a house in India/240.png,23_35_41_240,"['single-family home', 'traditional']","['The house appears to be a single, detached dwelling.', 'It has a low-pitched roof and a simple, rectangular shape.', ""The house's architecture is not elaborate or ornate, suggesting it is not a mansion or Victorian-style house."", 'The house is small and appears to be located in a rural or semi-rural setting, making categories like condominium less likely.', ""The house's features are consistent with a basic, single-family dwelling."", 'The image does not provide enough information to definitively categorize it as a specific architectural style like ranch, bungalow, or cottage.']",HSimgs/India/a house_3.png
0,a bag,6,A photo of a bag in India,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://stabdiff3m162/bag_0/6_a bag in India/248.png,0_5_6_248,['rectangular'],"['The bag has four sides and four corners.', 'The sides of the bag are relatively straight and form approximately 90-degree angles at the corners.', 'The top and bottom edges of the bag are wider than the sides, giving it a slightly trapezoidal shape.', 'However, the difference in width between the top/bottom and the sides is not significant enough to classify it strictly as a trapezoid. The overall shape is closer to a rectangle.']",HSimgs/India/a bag_0.png
0,a bag,6,A photo of a bag in India,2,What color is the bag?,"['black', 'white', 'red', 'blue', 'green', 'yellow', 'orange', 'purple', 'pink', 'brown', 'gray', 'beige', 'multicolored', 'None of the above']",gs://fluxgen162/bag_0/6_a bag in India/178.png,0_2_6_178,"['brown', 'beige', 'green', 'multicolored']","['The bag has a complex pattern with several colors.', 'The base color appears to be a light brown or beige.', 'There are also dark brown leather straps and buckles.', 'The pattern includes dark green and reddish-brown details.']",HSimgs/India/a bag_1.png
0,a bag,6,A photo of a bag in India,4,"What is the context in which the bag is shown (e.g., on someone's shoulder, on the ground, in a store display)?","[""in someone's hand"", 'on a conveyor belt', 'packed in a suitcase', 'on the ground', 'on a table or counter', 'in a closet or wardrobe', ""on someone's shoulder"", 'in a store display', 'hanging on a rack or hook', 'None of the above']",gs://fluxgen162/bag_0/6_a bag in India/106.png,0_4_6_106,['on the ground'],"['The image shows a brown leather bag placed on a patterned surface, likely a rug or mat, on the ground.', 'The bag is not being held, worn, or displayed in a typical retail setting.']",HSimgs/India/a bag_2.png
0,a bag,6,A photo of a bag in India,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://stabdiff21162/bag_0/6_a bag in India/22.png,0_5_6_22,['trapezoidal'],"['The bag appears to have a wider base and a slightly narrower top.', 'The overall shape resembles a trapezoid, with the top side shorter than the bottom side.']",HSimgs/India/a bag_3.png
13,a cooking pot,34,A photo of a cooking pot in India,33,"Is the cooking pot on a heat source (e.g., stovetop, fire)?","['yes', 'no', 'None of the above']",gs://fluxgen/cooking pot_13/34_a cooking pot in India/63.png,13_33_34_63,['yes'],"['The image shows steam rising from the food in the pot.', 'Steam indicates that the food is hot.', 'Hot food suggests the pot was recently on a heat source or is currently on a low heat source.']",HSimgs/India/a cooking pot_0.png
13,a cooking pot,34,A photo of a cooking pot in India,32,Are there any decorations or markings on the cooking pot?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/cooking pot_13/34_a cooking pot in India/145.png,13_32_34_145,['no'],"['The image shows a large, dark cooking pot being used to prepare food.', 'The pot appears to be well-worn and has a rough texture.', 'There are no visible decorations or markings on the pot.']",HSimgs/India/a cooking pot_1.png
13,a cooking pot,34,A photo of a cooking pot in India,33,"Is the cooking pot on a heat source (e.g., stovetop, fire)?","['yes', 'no', 'None of the above']",gs://stabdiff21/cooking pot_13/34_a cooking pot in India/38.png,13_33_34_38,['yes'],"['The large cooking pot appears to be suspended over a small fire or heat source. There are small pieces of wood or kindling visible beneath the pot, suggesting a fire.', 'The presence of the fire and the arrangement of the pots indicate that cooking is taking place.']",HSimgs/India/a cooking pot_2.png
13,a cooking pot,34,A photo of a cooking pot in India,29,"What is the shape of the cooking pot (e.g., round, oval, rectangular)?","['square', 'oval', 'round', 'rectangular', 'None of the above']",gs://stabdiff3m/cooking pot_13/34_a cooking pot in India/150.png,13_29_34_150,['round'],"['The cooking pot has a circular opening.', 'Circular openings suggest a round shape.']",HSimgs/India/a cooking pot_3.png
24,a backyard,48,A photo of a backyard in India,46,"Is there a patio, deck, or other designated seating area?","['yes', 'no', 'None of the above']",gs://stabdiff21145/backyard_24/48_a backyard in India/208.png,24_46_48_208,['yes'],"['The image shows a person sitting on a chair in a courtyard.', 'The courtyard appears to be a designated seating area.']",HSimgs/India/a backyard_0.png
24,a backyard,48,A photo of a backyard in India,49,"Does the backyard include a swimming pool, hot tub, or other water feature?","['yes', 'no', 'None of the above']",gs://fluxgen145/backyard_24/48_a backyard in India/125.png,24_49_48_125,['no'],"['The image shows a backyard with a lawn, walkway, and plants. There is no swimming pool, hot tub, or other water feature visible.']",HSimgs/India/a backyard_1.png
24,a backyard,48,A photo of a backyard in India,46,"Is there a patio, deck, or other designated seating area?","['yes', 'no', 'None of the above']",gs://fluxgen145/backyard_24/48_a backyard in India/191.png,24_46_48_191,['yes'],"['The image shows a designated seating area with a chair and a small table on a paved area surrounded by grass and plants.', 'This area is designed for seating and relaxation.']",HSimgs/India/a backyard_2.png
24,a backyard,48,A photo of a backyard in India,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://fluxgen145/backyard_24/48_a backyard in India/193.png,24_47_48_193,['no'],"['The image shows a well-maintained lawn and garden area with a pathway.', ""There are no visible signs of children's play equipment like swing sets or sandboxes.""]",HSimgs/India/a backyard_3.png
6,a chair,13,A photo of a chair in India,9,"What function does the chair appear to be designed for (e.g., dining, office work, lounging)?","['office work', 'reclining', 'rocking', 'gaming', 'dining', 'waiting room seating', 'lounging', 'None of the above']",gs://stabdiff21162/chair_6/13_a chair in India/44.png,6_9_13_44,['waiting room seating'],"['The chair has a straight back and armrests.', 'The chair appears to be made of a hard material and does not have any cushioning.', ""The chair's size and design suggest it is for general seating rather than a specific activity like dining or office work.""]",HSimgs/India/a chair_0.png
6,a chair,13,A photo of a chair in India,11,Does the chair have a back?,"['yes', 'no', 'None of the above']",gs://stabdiff21162/chair_6/13_a chair in India/95.png,6_11_13_95,['yes'],['The image shows a chair with a back.'],HSimgs/India/a chair_1.png
6,a chair,13,A photo of a chair in India,7,"What material is the upholstery made from (e.g., fabric, leather, vinyl)?","['fabric', 'vinyl', 'leather', 'None of the above']",gs://stabdiff21162/chair_6/13_a chair in India/203.png,6_7_13_203,['None of the above'],"['The image shows a chair with a patterned surface on the seat and back.', 'The pattern appears to be painted or printed directly onto the wood.', 'There is no visible fabric, leather, or vinyl covering the chair.']",HSimgs/India/a chair_2.png
6,a chair,13,A photo of a chair in India,7,"What material is the upholstery made from (e.g., fabric, leather, vinyl)?","['fabric', 'vinyl', 'leather', 'None of the above']",gs://stabdiff3m162/chair_6/13_a chair in India/194.png,6_7_13_194,['fabric'],"['The upholstery appears to be made of woven threads, which is characteristic of fabric.', 'Leather and vinyl have distinct smooth textures, unlike the visible texture in the image.', 'Therefore, the upholstery material is fabric.']",HSimgs/India/a chair_3.png
27,a car,55,A photo of a car in India,55,Are there any people visible in the car?,"['yes', 'no', 'None of the above']",gs://fluxgen162/car_27/55_a car in India/234.png,27_55_55_234,['no'],"['1. Carefully examine the interior of the car through the windshield.', '2. Determine if any human forms or faces are visible inside the vehicle.']",HSimgs/India/a car_0.png
27,a car,55,A photo of a car in India,51,What is the color of the car?,"['pink', 'gray', 'silver', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'beige', 'orange', 'None of the above']",gs://fluxgen162/car_27/55_a car in India/213.png,27_51_55_213,['orange'],['The car appears to be a shade of orange.'],HSimgs/India/a car_1.png
27,a car,55,A photo of a car in India,54,Does the car have a roof rack or other attachments?,"['yes', 'no', 'None of the above']",gs://stabdiff21162/car_27/55_a car in India/109.png,27_54_55_109,['yes'],"['The image shows a car on a street.', 'There is a spare tire on the roof of the car.', 'A spare tire is an attachment.']",HSimgs/India/a car_2.png
27,a car,55,A photo of a car in India,51,What is the color of the car?,"['pink', 'gray', 'silver', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'beige', 'orange', 'None of the above']",gs://fluxgen162/car_27/55_a car in India/217.png,27_51_55_217,['beige'],"['The car appears to be a light tan or yellowish color.', 'Beige is the closest category to this color.']",HSimgs/India/a car_3.png
10,a plate of food,20,A photo of a plate of food in India,15,Are there any recognizable brand-name products on the plate?,"['yes', 'no', 'None of the above']",gs://fluxgen/plate of food_10/20_a plate of food in India/93.png,10_15_20_93,['no'],"['The image shows a plate of food that appears to be homemade or from a restaurant. There are no visible brand names or logos on any of the food items or containers.', 'Therefore, there are no recognizable brand-name products on the plate.']",HSimgs/India/a plate of food_0.png
10,a plate of food,20,A photo of a plate of food in India,19,Does the food appear fresh or processed?,"['fresh', 'processed', 'None of the above']",gs://stabdiff21/plate of food_10/20_a plate of food in India/151.png,10_19_20_151,['fresh'],"['The image shows a variety of dishes, likely part of a thali or similar meal.', 'The ingredients appear to be whole or minimally processed, such as vegetables, sauces, and bread.', 'There are no obvious signs of heavy processing or pre-packaging.']",HSimgs/India/a plate of food_1.png
10,a plate of food,20,A photo of a plate of food in India,19,Does the food appear fresh or processed?,"['fresh', 'processed', 'None of the above']",gs://stabdiff21/plate of food_10/20_a plate of food in India/48.png,10_19_20_48,['fresh'],"['The image shows various Indian dishes, including curries, flatbreads, and what appears to be pakoras.', 'The food appears to be homemade or from a restaurant, with vibrant colors and textures.', 'There are no visible signs of packaging or processing, such as pre-cut vegetables or artificial ingredients.']",HSimgs/India/a plate of food_2.png
10,a plate of food,20,A photo of a plate of food in India,17,"What kind of plate is the food served on (e.g., fine china, plastic, paper)?","['paper plate', 'ceramic plate', 'metal plate', 'wooden plate', 'glass plate', 'plastic plate', 'None of the above']",gs://stabdiff21/plate of food_10/20_a plate of food in India/147.png,10_17_20_147,['metal plate'],"['The plate has a metallic sheen.', 'The plate appears to be sturdy and rigid, unlike paper or plastic.', 'The plate does not have the translucency of glass.', 'The plate does not have the texture or appearance of wood or ceramic.']",HSimgs/India/a plate of food_3.png
38,a storefront,69,A photo of a storefront in India,68,Is there an awning present?,"['yes', 'no', 'None of the above']",gs://stabdiff21/storefront_38/69_a storefront in India/202.png,38_68_69_202,['yes'],"['The image shows a storefront with a red and blue covering extending over the entrance.', 'This covering provides shade and protection from the elements, which is the function of an awning.']",HSimgs/India/a storefront_0.png
38,a storefront,69,A photo of a storefront in India,67,What colors are prominent on the storefront's exterior?,"['pink', 'gray', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'orange', 'None of the above']",gs://stabdiff3m/storefront_38/69_a storefront in India/232.png,38_67_69_232,"['yellow', 'brown', 'orange']","['The top part of the storefront is painted yellow.', 'The lower part of the storefront, below the doorway, is painted brown.', 'The doorway itself is primarily orange, due to the orange garland hanging above it.']",HSimgs/India/a storefront_1.png
38,a storefront,69,A photo of a storefront in India,64,What primary material is used in the storefront's construction?,"['brick', 'wood', 'glass', 'stone', 'vinyl', 'stucco', 'concrete', 'metal', 'None of the above']",gs://stabdiff21/storefront_38/69_a storefront in India/99.png,38_64_69_99,"['metal', 'wood']","['The storefront includes a rolling metal shutter.', 'The door and window frames appear to be made of wood.', 'The awning is made of fabric.']",HSimgs/India/a storefront_2.png
38,a storefront,69,A photo of a storefront in India,64,What primary material is used in the storefront's construction?,"['brick', 'wood', 'glass', 'stone', 'vinyl', 'stucco', 'concrete', 'metal', 'None of the above']",gs://fluxgen/storefront_38/69_a storefront in India/83.png,38_64_69_83,"['wood', 'glass']","[""The storefront's facade, including the frame around the windows and doors, the door itself, and the awning's supports, are all made of wood."", 'The windows are made of glass.', 'The awning appears to be made of canvas or vinyl.', 'The sidewalk in front of the store is made of stone or concrete.']",HSimgs/India/a storefront_3.png
