concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
23,a house,119,A photo of a house in Mexico,38,How is the area immediately surrounding the house landscaped?,"['garden', 'lawn', 'water feature', 'rocks', 'gravel', 'paved', 'mulch', 'None of the above']",gs://stabdiff3m/house_23/119_a house in Mexico/1.png,23_38_119_1,"['garden', 'paved']","['The area directly in front of the house is paved.', 'There is a small amount of dirt/gravel around the potted plants.', 'There are several potted plants near the entrance to the house.']",HSimgs/Mexico/a house_0.png
23,a house,119,A photo of a house in Mexico,39,Is the house single-story or multi-story?,"['single-story', 'multi-story', 'None of the above']",gs://fluxgen/house_23/119_a house in Mexico/175.png,23_39_119_175,['multi-story'],"['The image shows a house with two distinct floor levels, as evidenced by the presence of a balcony on the upper level and the main entrance on the ground floor.', 'This indicates that the house has multiple stories.']",HSimgs/Mexico/a house_1.png
23,a house,119,A photo of a house in Mexico,37,"What type of roof does the house have (e.g., gabled, flat, tiled)?","['gabled', 'hipped', 'mansard', 'gambrel', 'flat', 'shed', 'butterfly', 'bonnet', 'pyramid', 'dome', 'combination', 'None of the above']",gs://fluxgen/house_23/119_a house in Mexico/92.png,23_37_119_92,['flat'],"['The roof of the house appears to be level and horizontal.', 'This type of roof is called a flat roof.']",HSimgs/Mexico/a house_2.png
23,a house,119,A photo of a house in Mexico,38,How is the area immediately surrounding the house landscaped?,"['garden', 'lawn', 'water feature', 'rocks', 'gravel', 'paved', 'mulch', 'None of the above']",gs://stabdiff21/house_23/119_a house in Mexico/102.png,23_38_119_102,['paved'],"['The area in front of the house appears to be flat and paved.', 'There is a small raised curb between the paved area and the house.']",HSimgs/Mexico/a house_3.png
0,a bag,74,A photo of a bag in Mexico,4,"What is the context in which the bag is shown (e.g., on someone's shoulder, on the ground, in a store display)?","[""in someone's hand"", 'on a conveyor belt', 'packed in a suitcase', 'on the ground', 'on a table or counter', 'in a closet or wardrobe', ""on someone's shoulder"", 'in a store display', 'hanging on a rack or hook', 'None of the above']",gs://stabdiff3m162/bag_0/74_a bag in Mexico/151.png,0_4_74_151,['None of the above'],"['The image shows a teal knitted bag hanging against a textured orange wall.', 'The bag is not being held, worn, or displayed in a conventional retail setting.', 'It appears to be casually hung on the wall.']",HSimgs/Mexico/a bag_0.png
0,a bag,74,A photo of a bag in Mexico,1,"What material is the bag made of (e.g., leather, canvas, plastic)?","['canvas', 'wicker', 'faux leather', 'suede', 'nylon', 'straw', 'denim', 'leather', 'paper', 'jute', 'plastic', 'burlap', 'None of the above']",gs://fluxgen162/bag_0/74_a bag in Mexico/122.png,0_1_74_122,['canvas'],"['The bag appears to be made of a woven material with a slightly coarse texture.', 'The colors and patterns are vibrant and intricate, suggesting a textile rather than a synthetic material like plastic or leather.', ""The bag's shape holds well, but it also has a soft drape, which is unlike stiff materials such as wicker or straw."", 'The overall appearance is consistent with a sturdy fabric like canvas.']",HSimgs/Mexico/a bag_1.png
0,a bag,74,A photo of a bag in Mexico,1,"What material is the bag made of (e.g., leather, canvas, plastic)?","['canvas', 'wicker', 'faux leather', 'suede', 'nylon', 'straw', 'denim', 'leather', 'paper', 'jute', 'plastic', 'burlap', 'None of the above']",gs://fluxgen162/bag_0/74_a bag in Mexico/57.png,0_1_74_57,"['canvas', 'leather']","['The bag appears to have a fabric-like texture, potentially canvas or a similar material.', 'The flap and straps have a different texture, smoother and more uniform, suggesting leather.']",HSimgs/Mexico/a bag_2.png
0,a bag,74,A photo of a bag in Mexico,4,"What is the context in which the bag is shown (e.g., on someone's shoulder, on the ground, in a store display)?","[""in someone's hand"", 'on a conveyor belt', 'packed in a suitcase', 'on the ground', 'on a table or counter', 'in a closet or wardrobe', ""on someone's shoulder"", 'in a store display', 'hanging on a rack or hook', 'None of the above']",gs://stabdiff3m162/bag_0/74_a bag in Mexico/165.png,0_4_74_165,['None of the above'],"['The image shows a brightly colored bag with intricate embroidery, hanging against a wall.  It is not being held, worn, or displayed on any conventional surface like a table or rack.', ""The bag is positioned as if it's simply hung temporarily on the edge of a doorway or wall.""]",HSimgs/Mexico/a bag_3.png
27,a car,137,A photo of a car in Mexico,52,"What type of wheels does the car have (e.g., spoked, alloy)?","['carbon fiber wheels', 'aluminum wheels', 'steel wheels', 'alloy wheels', 'spoked wheels', 'None of the above']",gs://stabdiff21162/car_27/137_a car in Mexico/57.png,27_52_137_57,['steel wheels'],"['The image shows a red car parked on the street.', 'The wheels of the car have a simple design with a central hub and multiple openings around it.', 'The wheels do not have a complex pattern of spokes or intricate designs.', 'The wheels appear to be made of a single piece of metal, rather than multiple pieces joined together.', 'Steel wheels are the most common type of wheel and have a simple design with openings around the hub.', 'Alloy wheels are typically more complex and stylish than steel wheels.', 'Spoked wheels have a distinctive design with thin spokes radiating from the hub.', 'Carbon fiber wheels are lightweight and high-performance, but they are not commonly found on older cars like the one in the image.', 'Aluminum wheels are a type of alloy wheel, but they are not the only type.']",HSimgs/Mexico/a car_0.png
27,a car,137,A photo of a car in Mexico,53,"What type of car is visible (e.g., sedan, coupe, SUV, truck)?","['suv', 'sedan', 'truck', 'coupe', 'convertible', 'hatchback', 'station wagon', 'minivan', 'None of the above']",gs://fluxgen162/car_27/137_a car in Mexico/49.png,27_53_137_49,['sedan'],"['The car has four doors and a separate trunk compartment, which is a characteristic of a sedan.', ""The car's roofline is fixed and does not fold down, so it is not a convertible.""]",HSimgs/Mexico/a car_1.png
27,a car,137,A photo of a car in Mexico,52,"What type of wheels does the car have (e.g., spoked, alloy)?","['carbon fiber wheels', 'aluminum wheels', 'steel wheels', 'alloy wheels', 'spoked wheels', 'None of the above']",gs://fluxgen162/car_27/137_a car in Mexico/13.png,27_52_137_13,['steel wheels'],"['The image shows a classic car with what appear to be standard steel wheels with chrome hubcaps.', 'Steel wheels are typically made from pressed steel and are commonly found on older vehicles.', 'Alloy wheels are made from a mixture of metals and are generally lighter and stronger than steel wheels.', 'Spoked wheels have thin metal spokes radiating from the center hub.', 'Carbon fiber wheels are made from carbon fiber composite materials and are known for their lightweight and high performance.', 'Aluminum wheels are a type of alloy wheel made primarily from aluminum.']",HSimgs/Mexico/a car_2.png
27,a car,137,A photo of a car in Mexico,56,Is the car a convertible?,"['yes', 'no', 'None of the above']",gs://stabdiff21162/car_27/137_a car in Mexico/236.png,27_56_137_236,['no'],"['The car has a solid roof.', 'Convertibles have retractable roofs.']",HSimgs/Mexico/a car_3.png
38,a storefront,155,A photo of a storefront in Mexico,64,What primary material is used in the storefront's construction?,"['brick', 'wood', 'glass', 'stone', 'vinyl', 'stucco', 'concrete', 'metal', 'None of the above']",gs://fluxgen/storefront_38/155_a storefront in Mexico/137.png,38_64_155_137,"['wood', 'glass', 'metal']","['The storefront includes the door, windows, and the frame around them.', 'The door and window frames appear to be made of wood, painted in a green color.', 'The awning above the storefront is made of clay tiles and supported by a metal structure.', 'The walls of the building are painted stucco.']",HSimgs/Mexico/a storefront_0.png
38,a storefront,155,A photo of a storefront in Mexico,63,"What type of business does the storefront represent (e.g., restaurant, clothing store, bookstore)?","['restaurant', 'clothing store', 'bookstore', 'grocery store', 'pharmacy', 'bank', 'coffee shop', 'bar', 'salon', 'gift shop', 'electronics store', 'furniture store', 'jewelry store', 'art gallery', 'music store', 'sporting goods store', 'hardware store', 'pet store', 'toy store', 'dry cleaner', 'real estate office', 'travel agency', 'movie theater', 'gym', 'hotel', 'None of the above']",gs://subgeodeanon_lim5/storefront_38/155/41.png,38_63_155_41,['restaurant'],"[""The storefront has a sign that says 'Tacos Don Paco'."", 'There are tables and chairs outside the storefront.', 'The storefront has contact information and social media handles.']",HSimgs/Mexico/a storefront_1.png
38,a storefront,155,A photo of a storefront in Mexico,63,"What type of business does the storefront represent (e.g., restaurant, clothing store, bookstore)?","['restaurant', 'clothing store', 'bookstore', 'grocery store', 'pharmacy', 'bank', 'coffee shop', 'bar', 'salon', 'gift shop', 'electronics store', 'furniture store', 'jewelry store', 'art gallery', 'music store', 'sporting goods store', 'hardware store', 'pet store', 'toy store', 'dry cleaner', 'real estate office', 'travel agency', 'movie theater', 'gym', 'hotel', 'None of the above']",gs://stabdiff3m/storefront_38/155_a storefront in Mexico/241.png,38_63_155_241,['gift shop'],"['The image shows a storefront with a variety of colorful items displayed.', 'The items include clothing, textiles, and accessories.', 'These items suggest that the store sells gifts and souvenirs.']",HSimgs/Mexico/a storefront_2.png
38,a storefront,155,A photo of a storefront in Mexico,67,What colors are prominent on the storefront's exterior?,"['pink', 'gray', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'orange', 'None of the above']",gs://stabdiff3m/storefront_38/155_a storefront in Mexico/19.png,38_67_155_19,"['orange', 'green', 'blue']","[""The storefront's walls are predominantly a vibrant orange-red color."", 'The door and window frames are painted in a bright green.', 'There are also some minor blue elements present on the adjacent building.']",HSimgs/Mexico/a storefront_3.png
30,a dog,146,A photo of a dog in Mexico,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://stabdiff21145/dog_30/146_a dog in Mexico/54.png,30_59_146_54,['yes'],"['The image shows a dog wearing a leash.', ""The leash is attached to a collar around the dog's neck.""]",HSimgs/Mexico/a dog_0.png
30,a dog,146,A photo of a dog in Mexico,58,What is the dog's coat pattern?,"['bicolor', 'spotted', 'harlequin', 'tricolor', 'merle', 'sable', 'roan', 'ticked', 'dappled', 'solid', 'brindle', 'None of the above']",gs://fluxgen145/dog_30/146_a dog in Mexico/232.png,30_58_146_232,['bicolor'],"[""The dog's coat has two main colors: light brown and white."", ""The white is primarily on the dog's chest and muzzle, while the light brown covers the rest of its body.""]",HSimgs/Mexico/a dog_1.png
30,a dog,146,A photo of a dog in Mexico,62,"What is the dog's posture (standing, sitting, lying down)?","['standing', 'sitting', 'lying down', 'None of the above']",gs://stabdiff3m145/dog_30/146_a dog in Mexico/218.png,30_62_146_218,['standing'],"[""The dog's legs are straight and it is on all fours."", 'This indicates that the dog is standing.']",HSimgs/Mexico/a dog_2.png
30,a dog,146,A photo of a dog in Mexico,62,"What is the dog's posture (standing, sitting, lying down)?","['standing', 'sitting', 'lying down', 'None of the above']",gs://stabdiff3m145/dog_30/146_a dog in Mexico/26.png,30_62_146_26,['sitting'],"[""The dog's legs are bent and its body is close to the ground."", ""The dog's rear is on the ground.""]",HSimgs/Mexico/a dog_3.png
