concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
24,a backyard,131,A photo of a backyard in China,46,"Is there a patio, deck, or other designated seating area?","['yes', 'no', 'None of the above']",gs://fluxgen145/backyard_24/131_a backyard in China/149.png,24_46_131_149,['yes'],"['The image shows lounge chairs on a paved area next to a pool.', 'This paved area serves as a designated seating area.']",HSimgs/China/a backyard_2.png
24,a backyard,131,A photo of a backyard in China,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://fluxgen145/backyard_24/131_a backyard in China/153.png,24_47_131_153,['no'],"['The image shows a courtyard with a pond, stepping stones, lounge chairs, and some plants. ', ""There are no signs of children's play equipment like swing sets or sandboxes.""]",HSimgs/China/a backyard_3.png
27,a car,140,A photo of a car in China,54,Does the car have a roof rack or other attachments?,"['yes', 'no', 'None of the above']",gs://stabdiff3m162/car_27/140_a car in China/47.png,27_54_140_47,['no'],"['The image shows a black car driving on a street.', 'There are no visible attachments on the roof of the car.']",HSimgs/China/a car_0.png
27,a car,140,A photo of a car in China,53,"What type of car is visible (e.g., sedan, coupe, SUV, truck)?","['suv', 'sedan', 'truck', 'coupe', 'convertible', 'hatchback', 'station wagon', 'minivan', 'None of the above']",gs://subgeodeanon_lim5162/car_27/140/2.png,27_53_140_2,['sedan'],"['The car has four doors and a separate trunk compartment.', 'The roofline slopes gently towards the rear.']",HSimgs/China/a car_1.png
27,a car,140,A photo of a car in China,56,Is the car a convertible?,"['yes', 'no', 'None of the above']",gs://fluxgen162/car_27/140_a car in China/98.png,27_56_140_98,['no'],"['The image shows a car with a fixed roof.', 'A convertible car has a roof that can be opened or folded back.']",HSimgs/China/a car_2.png
27,a car,140,A photo of a car in China,52,"What type of wheels does the car have (e.g., spoked, alloy)?","['carbon fiber wheels', 'aluminum wheels', 'steel wheels', 'alloy wheels', 'spoked wheels', 'None of the above']",gs://fluxgen162/car_27/140_a car in China/38.png,27_52_140_38,"['alloy wheels', 'spoked wheels']","[""The car's wheels have multiple spokes radiating from the center."", 'The wheels appear to be made of a metallic material, likely an alloy.']",HSimgs/China/a car_3.png
12,a stove,104,A photo of a stove in China,24,Is there a backsplash or hood visible above the stove?,"['yes', 'no', 'None of the above']",gs://fluxgen145/stove_12/104_a stove in China/15.png,12_24_104_15,['no'],"['The image shows a stove with a chimney pipe extending vertically from the top of the stove to the ceiling.', 'There is no backsplash or hood visible above the stove.']",HSimgs/China/a stove_0.png
12,a stove,104,A photo of a stove in China,20,"What type of stove is depicted (e.g., gas, electric, wood-burning)?","['electric stove', 'induction stove', 'gas stove', 'wood-burning stove', 'None of the above']",gs://stabdiff3m145/stove_12/104_a stove in China/5.png,12_20_104_5,"['wood-burning stove', 'gas stove']","['The stove has a compartment where wood or charcoal is burning, producing flames.', 'There are also gas burners on the top surface of the stove.']",HSimgs/China/a stove_1.png
12,a stove,104,A photo of a stove in China,21,"What is the material of the stovetop (e.g., stainless steel, ceramic, cast iron)?","['stainless steel', 'enameled steel', 'glass', 'ceramic', 'cast iron', 'copper', 'None of the above']",gs://stabdiff3m145/stove_12/104_a stove in China/177.png,12_21_104_177,['stainless steel'],"['The stovetop has a metallic sheen, suggesting it is made of metal.', 'The stovetop appears to be silver-gray in color, which is characteristic of stainless steel.', ""The stovetop's surface is smooth and non-porous, further supporting the idea that it is stainless steel.""]",HSimgs/China/a stove_2.png
12,a stove,104,A photo of a stove in China,27,Is the stovetop flat/smooth or does it have raised coils/elements?,"['flat/smooth', 'raised coils/elements', 'None of the above']",gs://stabdiff21145/stove_12/104_a stove in China/156.png,12_27_104_156,['flat/smooth'],"['The image shows a wood-burning stove with a glass door, a chimney, and a flat top.', 'There are no raised coils or elements on the top of the stove.']",HSimgs/China/a stove_3.png
0,a bag,77,A photo of a bag in China,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://stabdiff21162/bag_0/77_a bag in China/97.png,0_5_77_97,['rectangular'],"['The bag has a clear rectangular shape, with a flat top and bottom and straight sides.']",HSimgs/China/a bag_0.png
0,a bag,77,A photo of a bag in China,2,What color is the bag?,"['black', 'white', 'red', 'blue', 'green', 'yellow', 'orange', 'purple', 'pink', 'brown', 'gray', 'beige', 'multicolored', 'None of the above']",gs://stabdiff21162/bag_0/77_a bag in China/161.png,0_2_77_161,['beige'],"['The bag appears to be a light, pinkish-tan color.', 'Beige is the closest color description among the provided options.']",HSimgs/China/a bag_1.png
0,a bag,77,A photo of a bag in China,0,"What type of bag is shown (e.g., handbag, backpack, tote, duffel bag)?","['gym bag', 'duffel bag', 'laptop bag', 'gift bag', 'messenger bag', 'handbag', 'crossbody bag', 'tote bag', 'briefcase', 'clutch', 'drawstring bag', 'plastic bag', 'waist bag', 'backpack', 'paper bag', 'shopping bag', 'travel bag', 'None of the above']",gs://stabdiff3m162/bag_0/77_a bag in China/198.png,0_0_77_198,"['tote bag', 'shopping bag']","['The bag has two top handles.', 'The bag is large and open-topped.', 'The bag appears to be made of sturdy material like canvas or leather.']",HSimgs/China/a bag_2.png
0,a bag,77,A photo of a bag in China,2,What color is the bag?,"['black', 'white', 'red', 'blue', 'green', 'yellow', 'orange', 'purple', 'pink', 'brown', 'gray', 'beige', 'multicolored', 'None of the above']",gs://fluxgen162/bag_0/77_a bag in China/134.png,0_2_77_134,['brown'],"['The bag appears to be a reddish-brown color.', ""Checking the available options, 'brown' is the closest match.""]",HSimgs/China/a bag_3.png
13,a cooking pot,113,A photo of a cooking pot in China,33,"Is the cooking pot on a heat source (e.g., stovetop, fire)?","['yes', 'no', 'None of the above']",gs://stabdiff3m/cooking pot_13/113_a cooking pot in China/179.png,13_33_113_179,['no'],"['The image shows a cooking pot with food inside, placed on a gray surface that looks like concrete.', 'There is no visible heat source under or around the pot.', 'The pot appears to be resting on the ground.']",HSimgs/China/a cooking pot_0.png
13,a cooking pot,113,A photo of a cooking pot in China,29,"What is the shape of the cooking pot (e.g., round, oval, rectangular)?","['square', 'oval', 'round', 'rectangular', 'None of the above']",gs://stabdiff21/cooking pot_13/113_a cooking pot in China/222.png,13_29_113_222,['round'],"['The cooking pot has a circular base and a circular top.', 'The sides of the cooking pot curve outwards slightly, but the overall shape is still predominantly circular.']",HSimgs/China/a cooking pot_1.png
13,a cooking pot,113,A photo of a cooking pot in China,29,"What is the shape of the cooking pot (e.g., round, oval, rectangular)?","['square', 'oval', 'round', 'rectangular', 'None of the above']",gs://stabdiff21/cooking pot_13/113_a cooking pot in China/165.png,13_29_113_165,['round'],"['The cooking pot has a circular base and a curved body.', ""The pot's shape is similar to a sphere, but slightly flattened at the top and bottom.""]",HSimgs/China/a cooking pot_2.png
13,a cooking pot,113,A photo of a cooking pot in China,33,"Is the cooking pot on a heat source (e.g., stovetop, fire)?","['yes', 'no', 'None of the above']",gs://stabdiff3m/cooking pot_13/113_a cooking pot in China/196.png,13_33_113_196,['yes'],"['The cooking pot is placed on a metal stand.', ""Under the stand, there's a heat source, potentially a portable stove or open fire, as suggested by the smoke and the presence of other cooking utensils around.""]",HSimgs/China/a cooking pot_3.png
38,a storefront,158,A photo of a storefront in China,67,What colors are prominent on the storefront's exterior?,"['pink', 'gray', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'orange', 'None of the above']",gs://stabdiff21/storefront_38/158_a storefront in China/173.png,38_67_158_173,"['red', 'blue', 'gold']","[""The storefront's signage and awnings are primarily red."", 'The roof tiles appear to be a teal or blue-green color.', 'There are also some gold accents on the signage.']",HSimgs/China/a storefront_0.png
38,a storefront,158,A photo of a storefront in China,66,Is the storefront part of a larger building or a standalone structure?,"['larger building', 'standalone structure', 'None of the above']",gs://stabdiff3m/storefront_38/158_a storefront in China/51.png,38_66_158_51,['larger building'],"['The storefront shares a roof and walls with adjacent structures, indicating it is integrated into a larger building.', 'There are no visible boundaries separating it as a distinct structure.']",HSimgs/China/a storefront_1.png
38,a storefront,158,A photo of a storefront in China,64,What primary material is used in the storefront's construction?,"['brick', 'wood', 'glass', 'stone', 'vinyl', 'stucco', 'concrete', 'metal', 'None of the above']",gs://fluxgen/storefront_38/158_a storefront in China/209.png,38_64_158_209,"['glass', 'wood', 'metal']","[""The storefront's facade prominently features dark-colored panels and framing elements."", 'The door and large display windows are made of glass, set within the dark framework.', 'The visible interior walls also appear to be made of the same dark material as the facade.', 'The overall aesthetic suggests a polished and possibly upscale establishment.']",HSimgs/China/a storefront_2.png
38,a storefront,158,A photo of a storefront in China,63,"What type of business does the storefront represent (e.g., restaurant, clothing store, bookstore)?","['restaurant', 'clothing store', 'bookstore', 'grocery store', 'pharmacy', 'bank', 'coffee shop', 'bar', 'salon', 'gift shop', 'electronics store', 'furniture store', 'jewelry store', 'art gallery', 'music store', 'sporting goods store', 'hardware store', 'pet store', 'toy store', 'dry cleaner', 'real estate office', 'travel agency', 'movie theater', 'gym', 'hotel', 'None of the above']",gs://stabdiff21/storefront_38/158_a storefront in China/199.png,38_63_158_199,['None of the above'],"['The image shows a storefront with Chinese characters and displays of various items.', 'The items displayed in the glass cases appear to be small containers, possibly for food or other goods.', 'The red banners and signs suggest a traditional Chinese business.', 'The overall appearance does not resemble any of the listed categories except potentially a gift shop or grocery store.', ""Given the small containers and the lack of other identifying features, it's difficult to definitively categorize the business.""]",HSimgs/China/a storefront_3.png
30,a dog,149,A photo of a dog in China,61,"Are the dog's ears pointed, floppy, or cropped?","['pointed', 'floppy', 'cropped', 'None of the above']",gs://stabdiff21145/dog_30/149_a dog in China/228.png,30_61_149_228,['floppy'],"[""The dog's ears hang down beside its head."", 'Floppy ears hang down loosely.']",HSimgs/China/a dog_0.png
30,a dog,149,A photo of a dog in China,62,"What is the dog's posture (standing, sitting, lying down)?","['standing', 'sitting', 'lying down', 'None of the above']",gs://fluxgen145/dog_30/149_a dog in China/143.png,30_62_149_143,['standing'],"[""The dog's legs are straight and it is on all fours."", 'This indicates that the dog is standing.']",HSimgs/China/a dog_1.png
30,a dog,149,A photo of a dog in China,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://stabdiff3m145/dog_30/149_a dog in China/17.png,30_59_149_17,['yes'],['The image shows a dog with a red collar around its neck.'],HSimgs/China/a dog_2.png
30,a dog,149,A photo of a dog in China,61,"Are the dog's ears pointed, floppy, or cropped?","['pointed', 'floppy', 'cropped', 'None of the above']",gs://fluxgen145/dog_30/149_a dog in China/221.png,30_61_149_221,['floppy'],"['The image shows a dog with ears that are neither fully pointed nor fully floppy. They are somewhat upright at the base but then fold over slightly.', 'Cropped ears would have a straight cut appearance, which is not the case here.']",HSimgs/China/a dog_3.png
6,a chair,86,A photo of a chair in China,9,"What function does the chair appear to be designed for (e.g., dining, office work, lounging)?","['office work', 'reclining', 'rocking', 'gaming', 'dining', 'waiting room seating', 'lounging', 'None of the above']",gs://stabdiff21162/chair_6/86_a chair in China/81.png,6_9_86_81,['lounging'],"['The chair has armrests, suggesting it is for relaxation rather than focused tasks like office work or dining.', ""The chair's seat is wide and appears comfortable, further supporting the idea of lounging."", 'The chair does not have a rocking mechanism, so it is not for rocking.', ""The chair's design does not suggest any specific gaming features."", 'The chair is not designed for reclining, as it has a fixed backrest.', ""The chair's placement in what appears to be a courtyard suggests personal relaxation rather than waiting room seating.""]",HSimgs/China/a chair_0.png
6,a chair,86,A photo of a chair in China,11,Does the chair have a back?,"['yes', 'no', 'None of the above']",gs://fluxgen162/chair_6/86_a chair in China/12.png,6_11_86_12,['yes'],['The image shows a chair with a back.'],HSimgs/China/a chair_1.png
6,a chair,86,A photo of a chair in China,12,How many legs does the chair appear to have?,"['0', '1', '2', '3', '4', '5', 'more than 5', 'None of the above']",gs://fluxgen162/chair_6/86_a chair in China/225.png,6_12_86_225,['4'],"['The image shows a chair with four legs, one at each corner of the base.']",HSimgs/China/a chair_2.png
6,a chair,86,A photo of a chair in China,11,Does the chair have a back?,"['yes', 'no', 'None of the above']",gs://stabdiff21162/chair_6/86_a chair in China/228.png,6_11_86_228,['yes'],['The image shows a chair with a back.'],HSimgs/China/a chair_3.png
