concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
30,a dog,144,A photo of a dog in Egypt,62,"What is the dog's posture (standing, sitting, lying down)?","['standing', 'sitting', 'lying down', 'None of the above']",gs://stabdiff3m145/dog_30/144_a dog in Egypt/73.png,30_62_144_73,['standing'],"[""The dog's legs are straight and supporting its body."", 'The dog is on all fours.']",HSimgs/Egypt/a dog_2.png
30,a dog,144,A photo of a dog in Egypt,57,What is the dog's coat color?,"['gray', 'black', 'brown', 'blue', 'sable', 'red', 'cream', 'golden', 'white', 'None of the above']",gs://fluxgen145/dog_30/144_a dog in Egypt/27.png,30_57_144_27,"['brown', 'golden', 'red']","[""The dog's coat has a mix of light and dark shades."", 'The lighter shade is a golden-brown or tan color.', 'The darker shade is a richer brown, almost reddish in some areas.']",HSimgs/Egypt/a dog_3.png
6,a chair,81,A photo of a chair in Egypt,11,Does the chair have a back?,"['yes', 'no', 'None of the above']",gs://stabdiff3m162/chair_6/81_a chair in Egypt/45.png,6_11_81_45,['yes'],"['The image shows a chair with a back.', 'The back of the chair is made of a woven material and is attached to the frame of the chair.']",HSimgs/Egypt/a chair_0.png
6,a chair,81,A photo of a chair in Egypt,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://stabdiff3m162/chair_6/81_a chair in Egypt/30.png,6_10_81_30,['yes'],['The image shows a chair with armrests on both sides.'],HSimgs/Egypt/a chair_1.png
6,a chair,81,A photo of a chair in Egypt,11,Does the chair have a back?,"['yes', 'no', 'None of the above']",gs://stabdiff21162/chair_6/81_a chair in Egypt/167.png,6_11_81_167,['yes'],['The image shows a chair with a back.'],HSimgs/Egypt/a chair_2.png
6,a chair,81,A photo of a chair in Egypt,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://stabdiff3m162/chair_6/81_a chair in Egypt/199.png,6_10_81_199,['yes'],"['The image shows a wooden chair with cushions.', 'The chair has two armrests on either side of the seat.']",HSimgs/Egypt/a chair_3.png
0,a bag,72,A photo of a bag in Egypt,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://fluxgen162/bag_0/72_a bag in Egypt/62.png,0_5_72_62,['trapezoidal'],"['The bag has a wider base and narrows towards the top.', 'The sides of the bag are not straight lines, but rather curve slightly inwards.', 'The overall shape resembles a trapezoid.']",HSimgs/Egypt/a bag_0.png
0,a bag,72,A photo of a bag in Egypt,1,"What material is the bag made of (e.g., leather, canvas, plastic)?","['canvas', 'wicker', 'faux leather', 'suede', 'nylon', 'straw', 'denim', 'leather', 'paper', 'jute', 'plastic', 'burlap', 'None of the above']",gs://stabdiff3m162/bag_0/72_a bag in Egypt/46.png,0_1_72_46,"['straw', 'leather']","['The bag appears to be made of a woven plant-based material.', 'The color and texture suggest straw or a similar material.', 'The handles and trim appear to be leather.']",HSimgs/Egypt/a bag_1.png
0,a bag,72,A photo of a bag in Egypt,0,"What type of bag is shown (e.g., handbag, backpack, tote, duffel bag)?","['gym bag', 'duffel bag', 'laptop bag', 'gift bag', 'messenger bag', 'handbag', 'crossbody bag', 'tote bag', 'briefcase', 'clutch', 'drawstring bag', 'plastic bag', 'waist bag', 'backpack', 'paper bag', 'shopping bag', 'travel bag', 'None of the above']",gs://stabdiff3m162/bag_0/72_a bag in Egypt/106.png,0_0_72_106,"['tote bag', 'shopping bag']","['The image shows a large bag with two handles.', 'The bag is open at the top.', 'The bag is made of a woven material.', 'The bag is large enough to carry a number of items.', 'The bag is similar in style to a shopping bag or a tote bag.']",HSimgs/Egypt/a bag_2.png
0,a bag,72,A photo of a bag in Egypt,2,What color is the bag?,"['black', 'white', 'red', 'blue', 'green', 'yellow', 'orange', 'purple', 'pink', 'brown', 'gray', 'beige', 'multicolored', 'None of the above']",gs://subgeodeanon_lim5162/bag_0/72/31.png,0_2_72_31,['black'],"['The bag appears to be a dark color.', ""Comparing the bag's color to the yellow background confirms that it is indeed a very dark shade."", 'The closest color match among the options is black.']",HSimgs/Egypt/a bag_3.png
38,a storefront,153,A photo of a storefront in Egypt,69,Are there any plants near the entrance?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/storefront_38/153_a storefront in Egypt/186.png,38_69_153_186,['no'],['The image shows a storefront with various items displayed.  There are no plants visible near the entrance.'],HSimgs/Egypt/a storefront_0.png
38,a storefront,153,A photo of a storefront in Egypt,65,What kind of signage is used - traditional hand-painted or modern illuminated?,"['illuminated', 'vinyl lettering', 'printed posters', 'hand-painted', 'chalkboard', 'None of the above']",gs://fluxgen/storefront_38/153_a storefront in Egypt/105.png,38_65_153_105,['None of the above'],"['The signage appears to be directly attached to the wooden storefront.', 'The letters have a raised, 3D appearance, suggesting they are not simply painted or printed.', 'There is no visible light source emanating from the signage itself, indicating it is not illuminated.']",HSimgs/Egypt/a storefront_1.png
38,a storefront,153,A photo of a storefront in Egypt,68,Is there an awning present?,"['yes', 'no', 'None of the above']",gs://subgeodeanon_lim5/storefront_38/153/3.png,38_68_153_3,['yes'],"['The image shows a store front with a sign attached to the building. The sign provides shade and cover to the entrance of the store.', 'An awning is an architectural projection that provides weather protection, such as shade from the sun or shelter from the rain or snow.']",HSimgs/Egypt/a storefront_2.png
38,a storefront,153,A photo of a storefront in Egypt,68,Is there an awning present?,"['yes', 'no', 'None of the above']",gs://stabdiff21/storefront_38/153_a storefront in Egypt/241.png,38_68_153_241,['yes'],"['The image shows a storefront with a blue awning above the entrance.', 'An awning is a sheet of canvas or other material stretched on a frame and used to keep the sun or rain off a storefront, window, doorway, or deck.']",HSimgs/Egypt/a storefront_3.png
10,a plate of food,90,A photo of a plate of food in Egypt,17,"What kind of plate is the food served on (e.g., fine china, plastic, paper)?","['paper plate', 'ceramic plate', 'metal plate', 'wooden plate', 'glass plate', 'plastic plate', 'None of the above']",gs://fluxgen/plate of food_10/90_a plate of food in Egypt/22.png,10_17_90_22,['ceramic plate'],"['The plate has a smooth, slightly glossy finish, and intricate designs.  It appears to be relatively heavy and substantial.', 'Paper, plastic, metal, and wood typically do not have such a finish or level of detail. Glass plates are usually transparent or translucent, which this plate is not.']",HSimgs/Egypt/a plate of food_0.png
10,a plate of food,90,A photo of a plate of food in Egypt,17,"What kind of plate is the food served on (e.g., fine china, plastic, paper)?","['paper plate', 'ceramic plate', 'metal plate', 'wooden plate', 'glass plate', 'plastic plate', 'None of the above']",gs://fluxgen/plate of food_10/90_a plate of food in Egypt/36.png,10_17_90_36,['ceramic plate'],"['The plate has a matte, earthenware-like appearance.', 'It appears to be relatively thick and sturdy, unlike paper or plastic.', 'It has a slight sheen, suggesting a glazed finish, common in ceramic plates.', 'The color and texture are consistent with ceramic material.']",HSimgs/Egypt/a plate of food_1.png
10,a plate of food,90,A photo of a plate of food in Egypt,16,Does the food appear to be homemade or from a restaurant/prepared meal?,"['homemade', 'restaurant/prepared meal', 'None of the above']",gs://fluxgen/plate of food_10/90_a plate of food in Egypt/96.png,10_16_90_96,['restaurant/prepared meal'],"['The image shows a plated dish with garnish and sauce.', 'The food is neatly presented on a clean, restaurant-style plate.', 'The dish includes a lemon wedge and a small bowl of sauce, suggesting a level of presentation beyond typical home cooking.']",HSimgs/Egypt/a plate of food_2.png
10,a plate of food,90,A photo of a plate of food in Egypt,13,"What type of food is on the plate (e.g., fruit, vegetables, meat, grains, processed food)?","['fruit', 'vegetables', 'meat', 'grains', 'processed food', 'dairy', 'baked goods', 'confectionery', 'seafood', 'nuts', 'eggs', 'None of the above']",gs://fluxgen/plate of food_10/90_a plate of food in Egypt/122.png,10_13_90_122,"['fruit', 'vegetables', 'grains', 'processed food', 'seafood', 'meat']","['The plate contains pasta, which is made from grains.', 'There are tomato slices, which are a fruit.', 'There are fried potato-like foods, which are processed.', 'There appears to be some kind of breaded and fried fish or seafood (e.g., calamari rings).', 'There is a cooked patty that looks like it could be made of meat or a meat substitute.', 'There is a garnish of fresh herbs, which are vegetables.']",HSimgs/Egypt/a plate of food_3.png
24,a backyard,126,A photo of a backyard in Egypt,50,"Are there any outdoor furniture items (e.g., chairs, tables, swing set)?","['yes', 'no', 'None of the above']",gs://stabdiff21145/backyard_24/126_a backyard in Egypt/194.png,24_50_126_194,['yes'],"['The image shows a courtyard with a pool and a yellow chaise lounge in the bottom right corner.', 'A chaise lounge is a type of outdoor furniture.']",HSimgs/Egypt/a backyard_0.png
24,a backyard,126,A photo of a backyard in Egypt,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://fluxgen145/backyard_24/126_a backyard in Egypt/78.png,24_47_126_78,['no'],"[""The image shows a courtyard with a swimming pool, lounge chairs, and various plants.  There are no signs of children's play equipment.""]",HSimgs/Egypt/a backyard_1.png
24,a backyard,126,A photo of a backyard in Egypt,44,Are there any trees or large bushes present?,"['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/126_a backyard in Egypt/14.png,24_44_126_14,['yes'],"['The image shows a small courtyard garden.', 'There is a large bush or small tree in the left side of the image.', 'Therefore, there are trees or large bushes present.']",HSimgs/Egypt/a backyard_2.png
24,a backyard,126,A photo of a backyard in Egypt,48,"Are there any gardening features, such as flower beds, vegetable patches, or a greenhouse?","['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/126_a backyard in Egypt/57.png,24_48_126_57,['yes'],"['The image shows potted plants and bushes, which are elements of gardening.', 'There are no flower beds, vegetable patches, or a greenhouse.']",HSimgs/Egypt/a backyard_3.png
27,a car,135,A photo of a car in Egypt,52,"What type of wheels does the car have (e.g., spoked, alloy)?","['carbon fiber wheels', 'aluminum wheels', 'steel wheels', 'alloy wheels', 'spoked wheels', 'None of the above']",gs://stabdiff3m162/car_27/135_a car in Egypt/85.png,27_52_135_85,['alloy wheels'],"[""The car's wheels appear to be made of a metallic material and have a complex design with multiple spokes."", 'Alloy wheels are typically made from a mixture of metals (often aluminum and other metals) and are known for their intricate designs.', 'The wheels do not have the thin, wire-like spokes characteristic of spoked wheels.', 'The wheels do not appear to be made of carbon fiber, which would have a distinct woven appearance.', 'Steel wheels are typically simpler in design and less visually appealing than the wheels in the image.', 'Aluminum wheels are a type of alloy wheel, and the wheels in the image fit the description of alloy wheels.']",HSimgs/Egypt/a car_0.png
27,a car,135,A photo of a car in Egypt,52,"What type of wheels does the car have (e.g., spoked, alloy)?","['carbon fiber wheels', 'aluminum wheels', 'steel wheels', 'alloy wheels', 'spoked wheels', 'None of the above']",gs://stabdiff21162/car_27/135_a car in Egypt/97.png,27_52_135_97,['steel wheels'],"['The image shows a rusty old car in front of the pyramids.', 'The wheels have a simple design with a central hub and a plain metal rim.', 'Steel wheels are the most common type of wheel for older cars and are made of pressed steel.', 'Alloy wheels are made from a mixture of metals and are generally lighter and more stylish than steel wheels.', 'Spoked wheels have thin metal spokes connecting the hub to the rim.', 'Carbon fiber wheels are lightweight and high-performance, but are not typically found on older cars.', 'Aluminum wheels are a type of alloy wheel.']",HSimgs/Egypt/a car_1.png
27,a car,135,A photo of a car in Egypt,53,"What type of car is visible (e.g., sedan, coupe, SUV, truck)?","['suv', 'sedan', 'truck', 'coupe', 'convertible', 'hatchback', 'station wagon', 'minivan', 'None of the above']",gs://subgeodeanon_lim5162/car_27/135/20.png,27_53_135_20,['hatchback'],"['The car has four doors and a fixed roof.', 'The rear cargo area is integrated with the passenger compartment and has a hatch-style door that opens upwards.', ""The car's overall shape and size are consistent with a hatchback.""]",HSimgs/Egypt/a car_2.png
27,a car,135,A photo of a car in Egypt,51,What is the color of the car?,"['pink', 'gray', 'silver', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'beige', 'orange', 'None of the above']",gs://stabdiff21162/car_27/135_a car in Egypt/73.png,27_51_135_73,['beige'],"['The car appears to be a light brownish-gray color.', 'The provided options do not have brownish-gray.', ""The closest option to the car's color is beige.""]",HSimgs/Egypt/a car_3.png
12,a stove,99,A photo of a stove in Egypt,27,Is the stovetop flat/smooth or does it have raised coils/elements?,"['flat/smooth', 'raised coils/elements', 'None of the above']",gs://stabdiff3m145/stove_12/99_a stove in Egypt/93.png,12_27_99_93,['flat/smooth'],"['The image shows a stove with a flat surface where pots and pans can be placed for cooking.', 'There are no visible raised coils or elements on the stovetop.']",HSimgs/Egypt/a stove_0.png
12,a stove,99,A photo of a stove in Egypt,25,"Are there any pots, pans, or utensils on the stove?","['yes', 'no', 'None of the above']",gs://fluxgen145/stove_12/99_a stove in Egypt/237.png,12_25_99_237,['no'],"['The image shows a wood-burning stove with a fire burning inside.', 'There are no pots, pans, or utensils on the stove.']",HSimgs/Egypt/a stove_1.png
12,a stove,99,A photo of a stove in Egypt,25,"Are there any pots, pans, or utensils on the stove?","['yes', 'no', 'None of the above']",gs://fluxgen145/stove_12/99_a stove in Egypt/178.png,12_25_99_178,['yes'],"['The image shows a stove with a kettle and a small covered pot on top.', 'These are both utensils used for cooking.']",HSimgs/Egypt/a stove_2.png
12,a stove,99,A photo of a stove in Egypt,23,Is there a built-in oven beneath the stovetop?,"['yes', 'no', 'None of the above']",gs://fluxgen145/stove_12/99_a stove in Egypt/60.png,12_23_99_60,['yes'],"['The image shows a wooden cabinet with an arched opening, resembling an oven door, beneath the stovetop.', 'This suggests that there is a built-in oven beneath the stovetop.']",HSimgs/Egypt/a stove_3.png
