concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
0,a bag,5,A photo of a bag in Japan,1,"What material is the bag made of (e.g., leather, canvas, plastic)?","['canvas', 'wicker', 'faux leather', 'suede', 'nylon', 'straw', 'denim', 'leather', 'paper', 'jute', 'plastic', 'burlap', 'None of the above']",gs://stabdiff21162/bag_0/5_a bag in Japan/221.png,0_1_5_221,['canvas'],"['The bag appears to have a woven texture, which is not typical of leather or suede.', ""The bag's shape and structure suggest a flexible yet durable material, unlike paper or straw."", 'The overall appearance and texture of the bag resemble nylon or canvas.', 'Nylon is known for its smooth, slightly shiny finish, while canvas often has a more matte appearance.', 'The bag in the image seems to have a more matte finish, leaning towards the characteristics of canvas.']",HSimgs/Japan/a bag_0.png
0,a bag,5,A photo of a bag in Japan,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://stabdiff21162/bag_0/5_a bag in Japan/176.png,0_5_5_176,['trapezoidal'],"['The bag has a flat bottom and straight sides.', 'The top edge of the bag is relatively straight and parallel to the bottom edge.', 'The sides of the bag appear to be roughly equal in length, and the angles between them are approximately 90 degrees.']",HSimgs/Japan/a bag_1.png
0,a bag,5,A photo of a bag in Japan,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://subgeodeanon_lim5162/bag_0/5/114.png,0_5_5_114,['None of the above'],"['The bag has a cylindrical shape, similar to a tube or a can.', ""While 'round' might seem appropriate, it usually refers to a flat, circular shape. The bag has a three-dimensional roundness.""]",HSimgs/Japan/a bag_2.png
0,a bag,5,A photo of a bag in Japan,3,Are there any logos or brand markings visible on the bag?,"['yes', 'no', 'None of the above']",gs://subgeodeanon_lim5162/bag_0/5/2308.png,0_3_5_2308,['yes'],"['The image shows a brown leather bag hanging on a wooden door. The bag has a long strap and a flap that covers the main compartment. There is a small, barely visible logo embossed on the flap of the bag.']",HSimgs/Japan/a bag_3.png
24,a backyard,47,A photo of a backyard in Japan,44,Are there any trees or large bushes present?,"['yes', 'no', 'None of the above']",gs://stabdiff21145/backyard_24/47_a backyard in Japan/232.png,24_44_47_232,['yes'],"['The image shows a Japanese garden with several trees and large bushes.', 'There is a neatly trimmed bush in the center of the image, a small tree in the bottom left corner, and a red-leafed tree behind the central bush.', 'There are also other trees and bushes visible in the background and to the left of the house.']",HSimgs/Japan/a backyard_0.png
24,a backyard,47,A photo of a backyard in Japan,44,Are there any trees or large bushes present?,"['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/47_a backyard in Japan/102.png,24_44_47_102,['yes'],"['The image shows a courtyard garden with several trees and bushes.', 'There are trees overhanging the fence and smaller bushes/trees within the courtyard itself.']",HSimgs/Japan/a backyard_1.png
24,a backyard,47,A photo of a backyard in Japan,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/47_a backyard in Japan/72.png,24_47_47_72,['no'],"[""The image shows a backyard with trees, grass, and a wall. There are no signs of children's play equipment.""]",HSimgs/Japan/a backyard_2.png
24,a backyard,47,A photo of a backyard in Japan,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://stabdiff21145/backyard_24/47_a backyard in Japan/249.png,24_47_47_249,['no'],"['The image shows a traditional Japanese garden with a stone path, trees, and a wooden bench.', ""There are no signs of children's play equipment such as a swing set or sandbox.""]",HSimgs/Japan/a backyard_3.png
38,a storefront,68,A photo of a storefront in Japan,69,Are there any plants near the entrance?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/storefront_38/68_a storefront in Japan/122.png,38_69_68_122,['no'],"['The image shows a store selling food items.', 'There are no plants visible near the entrance of the store.']",HSimgs/Japan/a storefront_0.png
38,a storefront,68,A photo of a storefront in Japan,65,What kind of signage is used - traditional hand-painted or modern illuminated?,"['illuminated', 'vinyl lettering', 'printed posters', 'hand-painted', 'chalkboard', 'None of the above']",gs://subgeodeanon_lim5/storefront_38/68/90.png,38_65_68_90,['illuminated'],"['The signage for the shop\'s name ""HARI-SERI"" is three-dimensional and appears to be made of individual letters mounted on the wall.', 'The letters are not simply painted on the wall, nor are they vinyl, printed, or chalkboard signs.', ""While the image doesn't definitively show illumination, the letters' form and mounting suggest they could be illuminated from within or behind.""]",HSimgs/Japan/a storefront_1.png
38,a storefront,68,A photo of a storefront in Japan,65,What kind of signage is used - traditional hand-painted or modern illuminated?,"['illuminated', 'vinyl lettering', 'printed posters', 'hand-painted', 'chalkboard', 'None of the above']",gs://stabdiff3m/storefront_38/68_a storefront in Japan/96.png,38_65_68_96,['illuminated'],"['The sign uses bright, consistent lighting across all the characters.', 'The characters appear to be backlit, suggesting an internal light source.']",HSimgs/Japan/a storefront_2.png
38,a storefront,68,A photo of a storefront in Japan,67,What colors are prominent on the storefront's exterior?,"['pink', 'gray', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'orange', 'None of the above']",gs://stabdiff3m/storefront_38/68_a storefront in Japan/234.png,38_67_68_234,"['red', 'white', 'brown']","[""The storefront's sign is brightly lit with a white background and red lettering."", 'The awning above the storefront is red.', 'The doorway and surrounding frame are brown.']",HSimgs/Japan/a storefront_3.png
23,a house,40,A photo of a house in Japan,41,Does the house have a chimney?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/house_23/40_a house in Japan/63.png,23_41_40_63,['no'],"['The image shows a traditional Japanese-style house.', 'Such houses typically do not have chimneys.', 'There is no visible chimney in the image.']",HSimgs/Japan/a house_0.png
23,a house,40,A photo of a house in Japan,37,"What type of roof does the house have (e.g., gabled, flat, tiled)?","['gabled', 'hipped', 'mansard', 'gambrel', 'flat', 'shed', 'butterfly', 'bonnet', 'pyramid', 'dome', 'combination', 'None of the above']",gs://fluxgen/house_23/40_a house in Japan/0.png,23_37_40_0,"['gabled', 'hipped', 'combination']","['The roof has multiple sloping sides that meet at a ridge or peak, forming a triangular shape.', 'The roof also has sloping sides that meet at an angle, forming a hip.', 'Therefore, the roof is a combination of gabled and hipped roof styles.']",HSimgs/Japan/a house_1.png
23,a house,40,A photo of a house in Japan,41,Does the house have a chimney?,"['yes', 'no', 'None of the above']",gs://stabdiff21/house_23/40_a house in Japan/155.png,23_41_40_155,['no'],"['The image shows a traditional Japanese house.', 'Traditional Japanese houses do not have chimneys.']",HSimgs/Japan/a house_2.png
23,a house,40,A photo of a house in Japan,39,Is the house single-story or multi-story?,"['single-story', 'multi-story', 'None of the above']",gs://subgeodeanon_lim5/house_23/40/188.png,23_39_40_188,['multi-story'],"['The image shows a house with two distinct floors or levels.', 'The presence of a second-floor window and a balcony above the ground floor clearly indicates that it is a multi-story building.']",HSimgs/Japan/a house_3.png
10,a plate of food,19,A photo of a plate of food in Japan,13,"What type of food is on the plate (e.g., fruit, vegetables, meat, grains, processed food)?","['fruit', 'vegetables', 'meat', 'grains', 'processed food', 'dairy', 'baked goods', 'confectionery', 'seafood', 'nuts', 'eggs', 'None of the above']",gs://stabdiff21/plate of food_10/19_a plate of food in Japan/7.png,10_13_19_7,"['fruit', 'vegetables', 'meat', 'grains']","['The image shows a variety of food items on a tray.', 'The small black plate contains a piece of meat (pink) and some vegetables (green).', 'The long rectangular plate contains vegetables (green) and what appears to be a dumpling or similar item with a sauce.', 'The small white plate contains a molded orange item, possibly a fruit jelly or similar dessert.', 'The small white bowl contains a white substance, possibly rice or another grain.', 'The small black bowl contains a red liquid, possibly a sauce or soup with carrots.']",HSimgs/Japan/a plate of food_0.png
10,a plate of food,19,A photo of a plate of food in Japan,17,"What kind of plate is the food served on (e.g., fine china, plastic, paper)?","['paper plate', 'ceramic plate', 'metal plate', 'wooden plate', 'glass plate', 'plastic plate', 'None of the above']",gs://stabdiff21/plate of food_10/19_a plate of food in Japan/146.png,10_17_19_146,['ceramic plate'],"['The plates have a glazed finish and irregular shapes, suggesting they are ceramic.', 'Some plates have a distinct texture and color variation, further supporting the ceramic material.']",HSimgs/Japan/a plate of food_1.png
10,a plate of food,19,A photo of a plate of food in Japan,17,"What kind of plate is the food served on (e.g., fine china, plastic, paper)?","['paper plate', 'ceramic plate', 'metal plate', 'wooden plate', 'glass plate', 'plastic plate', 'None of the above']",gs://stabdiff3m/plate of food_10/19_a plate of food in Japan/22.png,10_17_19_22,['ceramic plate'],"['The plate has a smooth, white, and slightly reflective surface.', 'The edges of the plate appear to be curved and solid.', ""The plate's overall appearance suggests a certain level of elegance and formality.""]",HSimgs/Japan/a plate of food_2.png
10,a plate of food,19,A photo of a plate of food in Japan,16,Does the food appear to be homemade or from a restaurant/prepared meal?,"['homemade', 'restaurant/prepared meal', 'None of the above']",gs://stabdiff21/plate of food_10/19_a plate of food in Japan/107.png,10_16_19_107,['restaurant/prepared meal'],"['The food is presented on a large, round platter, which is common in restaurant settings.', 'The dishes are arranged artistically and with attention to detail, suggesting professional preparation.', ""There's a variety of small, intricate dishes, which is more typical of restaurant cuisine than home cooking."", 'Chopsticks are provided, further indicating a restaurant setting.']",HSimgs/Japan/a plate of food_3.png
13,a cooking pot,33,A photo of a cooking pot in Japan,33,"Is the cooking pot on a heat source (e.g., stovetop, fire)?","['yes', 'no', 'None of the above']",gs://stabdiff21/cooking pot_13/33_a cooking pot in Japan/192.png,13_33_33_192,['no'],"['The cooking pot is sitting on a stone surface.', 'There is no visible heat source underneath or around the pot.', 'The surrounding items suggest an outdoor setting, not a kitchen.']",HSimgs/Japan/a cooking pot_0.png
13,a cooking pot,33,A photo of a cooking pot in Japan,32,Are there any decorations or markings on the cooking pot?,"['yes', 'no', 'None of the above']",gs://stabdiff21/cooking pot_13/33_a cooking pot in Japan/77.png,13_32_33_77,['yes'],"['The image shows a large gray cooking pot with two horizontal bands around it.  There is also a smaller, darker cooking pot with a long handle.  The smaller pot appears to have some markings or discoloration on it.', 'The question asks about decorations or markings on the cooking pot.  The smaller pot has some discoloration, which could be considered markings.']",HSimgs/Japan/a cooking pot_1.png
13,a cooking pot,33,A photo of a cooking pot in Japan,28,"What material is the cooking pot made of (e.g., metal, ceramic, clay)?","['stainless steel', 'ceramic', 'glass', 'cast iron', 'copper', 'aluminum', 'clay', 'None of the above']",gs://fluxgen/cooking pot_13/33_a cooking pot in Japan/40.png,13_28_33_40,['cast iron'],"['The pot appears dark gray or black, suggesting a material like cast iron.', 'The pot has a matte finish, which is common for cast iron cookware.', 'The pot is thick-walled, a characteristic of cast iron for heat retention.']",HSimgs/Japan/a cooking pot_2.png
13,a cooking pot,33,A photo of a cooking pot in Japan,30,Does the cooking pot have a lid?,"['yes', 'no', 'None of the above']",gs://subgeodeanon_lim5/cooking pot_13/33/1396.png,13_30_33_1396,['yes'],"['The image shows a cooking pot with a glass lid on top.', ""The lid is clearly visible and covers the pot's opening.""]",HSimgs/Japan/a cooking pot_3.png
30,a dog,61,A photo of a dog in Japan,60,"What is the dog's apparent age - puppy, adult, or senior?","['puppy', 'adult', 'senior', 'None of the above']",gs://stabdiff3m145/dog_30/61_a dog in Japan/111.png,30_60_61_111,['adult'],"['The dog appears to be fully grown, based on its size and proportions.', 'Its coat is smooth and healthy, with no signs of aging such as graying or thinning.', 'Its eyes are clear and bright, and its posture is alert and energetic.']",HSimgs/Japan/a dog_0.png
30,a dog,61,A photo of a dog in Japan,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://stabdiff3m145/dog_30/61_a dog in Japan/151.png,30_59_61_151,['no'],"['The image shows a dog standing on a paved path.', 'There is no visible collar or harness on the dog.']",HSimgs/Japan/a dog_1.png
30,a dog,61,A photo of a dog in Japan,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://stabdiff21145/dog_30/61_a dog in Japan/156.png,30_59_61_156,['no'],"['The image shows a dog with long, orange-red fur.', 'There is no visible collar or harness on the dog.']",HSimgs/Japan/a dog_2.png
30,a dog,61,A photo of a dog in Japan,62,"What is the dog's posture (standing, sitting, lying down)?","['standing', 'sitting', 'lying down', 'None of the above']",gs://stabdiff21145/dog_30/61_a dog in Japan/195.png,30_62_61_195,['sitting'],"[""The dog's legs are bent and it appears to be resting on the ground."", ""The dog's head is raised, indicating it is not lying down completely.""]",HSimgs/Japan/a dog_3.png
