concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
6,a chair,8,A photo of a chair in Nigeria,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://fluxgen162/chair_6/8_a chair in Nigeria/37.png,6_10_8_37,['yes'],"['The image shows a chair with two armrests, one on each side.']",HSimgs/Nigeria/a chair_3.png
38,a storefront,64,A photo of a storefront in Nigeria,69,Are there any plants near the entrance?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/storefront_38/64_a storefront in Nigeria/119.png,38_69_64_119,['no'],"['The image shows a small shop or stall with a dirt ground in front of it.', 'There are no plants visible near the entrance.']",HSimgs/Nigeria/a storefront_0.png
38,a storefront,64,A photo of a storefront in Nigeria,69,Are there any plants near the entrance?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/storefront_38/64_a storefront in Nigeria/138.png,38_69_64_138,['yes'],"['I examined the area near the entrance of the shop.', 'I noticed a small patch of green near the bottom left corner of the image, close to the entrance.']",HSimgs/Nigeria/a storefront_1.png
38,a storefront,64,A photo of a storefront in Nigeria,65,What kind of signage is used - traditional hand-painted or modern illuminated?,"['illuminated', 'vinyl lettering', 'printed posters', 'hand-painted', 'chalkboard', 'None of the above']",gs://subgeodeanon_lim5/storefront_38/64/1057.png,38_65_64_1057,['vinyl lettering'],"['The sign for the shop ""DRSKABEL"" appears to be made of plastic or acrylic material.', ""The lettering on the sign looks like vinyl lettering or digitally printed and applied to the sign's surface."", 'There is no indication of hand-painting, illumination, chalkboard, or printed posters.']",HSimgs/Nigeria/a storefront_2.png
38,a storefront,64,A photo of a storefront in Nigeria,63,"What type of business does the storefront represent (e.g., restaurant, clothing store, bookstore)?","['restaurant', 'clothing store', 'bookstore', 'grocery store', 'pharmacy', 'bank', 'coffee shop', 'bar', 'salon', 'gift shop', 'electronics store', 'furniture store', 'jewelry store', 'art gallery', 'music store', 'sporting goods store', 'hardware store', 'pet store', 'toy store', 'dry cleaner', 'real estate office', 'travel agency', 'movie theater', 'gym', 'hotel', 'None of the above']",gs://stabdiff21/storefront_38/64_a storefront in Nigeria/90.png,38_63_64_90,['clothing store'],"['The image shows a small storefront with clothes hanging in the doorway. There are also some containers and bottles visible inside.', 'The presence of hanging clothes suggests that the business is related to clothing.', 'The containers and bottles could indicate that other items are sold as well, but the primary focus seems to be clothing.']",HSimgs/Nigeria/a storefront_3.png
10,a plate of food,15,A photo of a plate of food in Nigeria,14,"Is the plate mostly full, about half full, or mostly empty?","['mostly full', 'about half full', 'mostly empty', 'None of the above']",gs://subgeodeanon_lim5/plate of food_10/15/1187.png,10_14_15_1187,['about half full'],"['The image shows a bowl of rice and fish. The bowl is filled with rice up to a level that is slightly more than half of its capacity.', 'The bowl is not mostly full, as there is still some space left in the bowl.', 'The bowl is not mostly empty, as it contains a substantial amount of rice.', 'The bowl is about half full.']",HSimgs/Nigeria/a plate of food_0.png
10,a plate of food,15,A photo of a plate of food in Nigeria,16,Does the food appear to be homemade or from a restaurant/prepared meal?,"['homemade', 'restaurant/prepared meal', 'None of the above']",gs://stabdiff3m/plate of food_10/15_a plate of food in Nigeria/94.png,10_16_15_94,['homemade'],"[""The food is plated on a plain white plate, suggesting a homemade presentation rather than a restaurant's stylized plating."", 'The portion sizes and arrangement appear casual, typical of home cooking.', ""There's no elaborate garnish or professional food styling evident, further pointing towards a homemade meal.""]",HSimgs/Nigeria/a plate of food_1.png
10,a plate of food,15,A photo of a plate of food in Nigeria,15,Are there any recognizable brand-name products on the plate?,"['yes', 'no', 'None of the above']",gs://fluxgen/plate of food_10/15_a plate of food in Nigeria/222.png,10_15_15_222,['no'],"['The image shows a plate of food consisting of two pieces of grilled meat, diced potatoes, a lemon wedge, and some herbs.', 'There are no visible labels or packaging in the image.', 'Therefore, there are no recognizable brand-name products on the plate.']",HSimgs/Nigeria/a plate of food_2.png
10,a plate of food,15,A photo of a plate of food in Nigeria,15,Are there any recognizable brand-name products on the plate?,"['yes', 'no', 'None of the above']",gs://fluxgen/plate of food_10/15_a plate of food in Nigeria/167.png,10_15_15_167,['no'],"['The image shows a plate of food with several items.', 'There are no visible labels or branding on any of the food items or tableware.', 'Therefore, there are no recognizable brand-name products on the plate.']",HSimgs/Nigeria/a plate of food_3.png
23,a house,36,A photo of a house in Nigeria,37,"What type of roof does the house have (e.g., gabled, flat, tiled)?","['gabled', 'hipped', 'mansard', 'gambrel', 'flat', 'shed', 'butterfly', 'bonnet', 'pyramid', 'dome', 'combination', 'None of the above']",gs://stabdiff3m/house_23/36_a house in Nigeria/295.png,23_37_36_295,['gabled'],"['The image shows a house with a sloping roof with two sloping sides that meet at a central ridge, forming a triangular shape.', 'This roof type is called a gabled roof.']",HSimgs/Nigeria/a house_0.png
23,a house,36,A photo of a house in Nigeria,36,"What is the primary material used for the exterior walls of the house (e.g., brick, wood, stucco)?","['brick', 'wood', 'vinyl siding', 'stone', 'stucco', 'fiber cement siding', 'concrete', 'metal', 'adobe', 'None of the above']",gs://fluxgen/house_23/36_a house in Nigeria/59.png,23_36_36_59,['concrete'],"['The exterior walls of the house appear to have a smooth, continuous surface, which is a characteristic of stucco or concrete.', 'The color and texture resemble concrete more closely than stucco.']",HSimgs/Nigeria/a house_1.png
23,a house,36,A photo of a house in Nigeria,38,How is the area immediately surrounding the house landscaped?,"['garden', 'lawn', 'water feature', 'rocks', 'gravel', 'paved', 'mulch', 'None of the above']",gs://subgeodeanon_lim5/house_23/36/1405.png,23_38_36_1405,['garden'],"['The area immediately surrounding the house includes a low stone and metal fence.', 'Small evergreen shrubs are planted along the fence.', 'The ground immediately around the shrubs appears to be bare earth or dirt.', 'A paved curb and street are visible in the foreground.']",HSimgs/Nigeria/a house_2.png
23,a house,36,A photo of a house in Nigeria,35,What type of house is shown?,"['mobile home', 'ranch style house', 'bungalow', 'split-level house', 'farmhouse', 'single-family home', 'mansion', 'victorian house', 'a-frame house', 'colonial house', 'cabin', 'cottage', 'condominium', 'traditional', 'None of the above']",gs://subgeodeanon_lim5/house_23/36/569.png,23_35_36_569,"['single-family home', 'traditional']","['The image shows a single, detached dwelling.', 'The house has a traditional design with a pitched roof and a porch.', 'The house is not a mobile home, cabin, cottage, or condominium.', 'The house does not have the characteristics of a ranch, split-level, farmhouse, mansion, Victorian, A-frame, or colonial style.']",HSimgs/Nigeria/a house_3.png
