concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_image_path
38,a storefront,154,A photo of a storefront in Philippines,69,Are there any plants near the entrance?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/storefront_38/154_a storefront in Philippines/142.png,38_69_154_142,['no'],['The image shows a store entrance with various items displayed but no plants are visible.'],HSimgs/Philippines/a storefront_2.png
38,a storefront,154,A photo of a storefront in Philippines,67,What colors are prominent on the storefront's exterior?,"['pink', 'gray', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'orange', 'None of the above']",gs://stabdiff21/storefront_38/154_a storefront in Philippines/113.png,38_67_154_113,"['red', 'orange', 'gray', 'green', 'blue']","['The storefront sign has a light teal/green background with red lettering.', 'The wall to the left of the door is orange.', 'The wall to the right of the door is a grayish blue.', 'The door is gray/brown.', 'The bottom part of the storefront is red.']",HSimgs/Philippines/a storefront_3.png
6,a chair,82,A photo of a chair in Philippines,9,"What function does the chair appear to be designed for (e.g., dining, office work, lounging)?","['office work', 'reclining', 'rocking', 'gaming', 'dining', 'waiting room seating', 'lounging', 'None of the above']",gs://stabdiff3m162/chair_6/82_a chair in Philippines/96.png,6_9_82_96,"['rocking', 'lounging']","['The chair has two rockers at the base, indicating it is designed for rocking back and forth.', 'The woven seat and back suggest a relaxed posture, suitable for lounging.']",HSimgs/Philippines/a chair_0.png
6,a chair,82,A photo of a chair in Philippines,12,How many legs does the chair appear to have?,"['0', '1', '2', '3', '4', '5', 'more than 5', 'None of the above']",gs://fluxgen162/chair_6/82_a chair in Philippines/206.png,6_12_82_206,['4'],"['The image shows a chair with four legs, one at each corner of the base.', ""The chair's legs are clearly visible in the image.""]",HSimgs/Philippines/a chair_1.png
6,a chair,82,A photo of a chair in Philippines,7,"What material is the upholstery made from (e.g., fabric, leather, vinyl)?","['fabric', 'vinyl', 'leather', 'None of the above']",gs://fluxgen162/chair_6/82_a chair in Philippines/222.png,6_7_82_222,['fabric'],"['The upholstery of the chair has a woven texture.', 'The color and texture suggest a natural fiber.']",HSimgs/Philippines/a chair_2.png
6,a chair,82,A photo of a chair in Philippines,6,"What is the primary material of the chair's frame (e.g., wood, metal, plastic)?","['wicker', 'wood', 'bamboo', 'acrylic', 'rattan', 'fiberglass', 'plastic', 'metal', 'None of the above']",gs://fluxgen162/chair_6/82_a chair in Philippines/165.png,6_6_82_165,['wood'],"[""The chair's frame has a smooth, light brown finish."", 'The frame appears to have a wood grain texture.', ""The chair's arms and legs have a thickness and sturdiness consistent with wood construction.""]",HSimgs/Philippines/a chair_3.png
0,a bag,73,A photo of a bag in Philippines,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://stabdiff3m162/bag_0/73_a bag in Philippines/219.png,0_5_73_219,['trapezoidal'],"['The bag has a wider bottom and a slightly narrower top.', 'The sides of the bag appear to be relatively straight.']",HSimgs/Philippines/a bag_0.png
0,a bag,73,A photo of a bag in Philippines,1,"What material is the bag made of (e.g., leather, canvas, plastic)?","['canvas', 'wicker', 'faux leather', 'suede', 'nylon', 'straw', 'denim', 'leather', 'paper', 'jute', 'plastic', 'burlap', 'None of the above']",gs://fluxgen162/bag_0/73_a bag in Philippines/15.png,0_1_73_15,"['canvas', 'faux leather', 'straw']","['The bag appears to have a smooth, slightly glossy finish, which is characteristic of coated canvas or faux leather.', ""The bag's structure and stitching suggest a sturdy material like canvas or faux leather."", 'The handles appear to be made of a woven material, possibly rope or straw.']",HSimgs/Philippines/a bag_1.png
0,a bag,73,A photo of a bag in Philippines,5,"What is the approximate shape of the bag (e.g., square, rectangular, round)?","['crescent', 'round', 'triangular', 'square', 'rectangular', 'trapezoidal', 'None of the above']",gs://subgeodeanon_lim5162/bag_0/73/43.png,0_5_73_43,['rectangular'],"['The bag has four sides and they appear to form right angles.', 'The top and bottom sides appear to be roughly equal in length.', 'The left and right sides also appear to be roughly equal in length.']",HSimgs/Philippines/a bag_2.png
0,a bag,73,A photo of a bag in Philippines,4,"What is the context in which the bag is shown (e.g., on someone's shoulder, on the ground, in a store display)?","[""in someone's hand"", 'on a conveyor belt', 'packed in a suitcase', 'on the ground', 'on a table or counter', 'in a closet or wardrobe', ""on someone's shoulder"", 'in a store display', 'hanging on a rack or hook', 'None of the above']",gs://fluxgen162/bag_0/73_a bag in Philippines/75.png,0_4_73_75,['on a table or counter'],"['The image shows a brown leather handbag placed on a wooden surface.', 'The wooden surface appears to be a table or counter.']",HSimgs/Philippines/a bag_3.png
27,a car,136,A photo of a car in Philippines,56,Is the car a convertible?,"['yes', 'no', 'None of the above']",gs://stabdiff3m162/car_27/136_a car in Philippines/55.png,27_56_136_55,['no'],"['The car has a solid roof.', 'Convertibles have retractable roofs.']",HSimgs/Philippines/a car_0.png
27,a car,136,A photo of a car in Philippines,56,Is the car a convertible?,"['yes', 'no', 'None of the above']",gs://fluxgen162/car_27/136_a car in Philippines/22.png,27_56_136_22,['no'],"['The car has a fixed roof.', 'Convertibles have retractable roofs.']",HSimgs/Philippines/a car_1.png
27,a car,136,A photo of a car in Philippines,51,What is the color of the car?,"['pink', 'gray', 'silver', 'yellow', 'black', 'brown', 'blue', 'purple', 'red', 'green', 'gold', 'white', 'beige', 'orange', 'None of the above']",gs://fluxgen162/car_27/136_a car in Philippines/237.png,27_51_136_237,['brown'],"['The car appears to be a dark, metallic shade between red and brown.', ""Comparing this shade with the provided options, 'brown' is the closest match.""]",HSimgs/Philippines/a car_2.png
27,a car,136,A photo of a car in Philippines,52,"What type of wheels does the car have (e.g., spoked, alloy)?","['carbon fiber wheels', 'aluminum wheels', 'steel wheels', 'alloy wheels', 'spoked wheels', 'None of the above']",gs://subgeodeanon_lim5162/car_27/136/5.png,27_52_136_5,['alloy wheels'],"['The image shows a gray car.', 'The wheels have multiple spokes radiating from the center.', 'The spokes appear to be made of metal, likely aluminum alloy, which is a common material for car wheels.', 'Alloy wheels are made from a mixture of metals, often including aluminum, for strength and lightness.']",HSimgs/Philippines/a car_3.png
13,a cooking pot,109,A photo of a cooking pot in Philippines,32,Are there any decorations or markings on the cooking pot?,"['yes', 'no', 'None of the above']",gs://fluxgen/cooking pot_13/109_a cooking pot in Philippines/154.png,13_32_109_154,['no'],"['The image shows a black cooking pot with two handles. The pot appears to be plain, without any visible decorations or markings.', 'The focus is on the food inside the pot, and the pot itself serves as a functional container.']",HSimgs/Philippines/a cooking pot_0.png
13,a cooking pot,109,A photo of a cooking pot in Philippines,28,"What material is the cooking pot made of (e.g., metal, ceramic, clay)?","['stainless steel', 'ceramic', 'glass', 'cast iron', 'copper', 'aluminum', 'clay', 'None of the above']",gs://stabdiff3m/cooking pot_13/109_a cooking pot in Philippines/231.png,13_28_109_231,['stainless steel'],"['The cooking pot has a metallic sheen.', 'The pot appears to be silver in color, which is common for stainless steel cookware.', ""The pot's smooth surface and shape are also consistent with stainless steel construction.""]",HSimgs/Philippines/a cooking pot_1.png
13,a cooking pot,109,A photo of a cooking pot in Philippines,30,Does the cooking pot have a lid?,"['yes', 'no', 'None of the above']",gs://stabdiff21/cooking pot_13/109_a cooking pot in Philippines/1.png,13_30_109_1,['no'],"['The image shows a cooking pot.', 'There is no lid visible on or near the pot.']",HSimgs/Philippines/a cooking pot_2.png
13,a cooking pot,109,A photo of a cooking pot in Philippines,32,Are there any decorations or markings on the cooking pot?,"['yes', 'no', 'None of the above']",gs://fluxgen/cooking pot_13/109_a cooking pot in Philippines/41.png,13_32_109_41,['no'],"['The image shows a cooking pot on a fire. The pot is dark brown or black and appears to be made of cast iron or a similar material.', 'There are no visible decorations or markings on the pot.']",HSimgs/Philippines/a cooking pot_3.png
24,a backyard,127,A photo of a backyard in Philippines,45,Does the backyard appear to be fenced?,"['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/127_a backyard in Philippines/170.png,24_45_127_170,['yes'],"['The image shows a backyard with various plants and trees, a paved area, and some furniture.', 'There is a white wall visible in the background, suggesting a boundary.', 'There are also some wooden structures that could be part of a fence or a wall.']",HSimgs/Philippines/a backyard_0.png
24,a backyard,127,A photo of a backyard in Philippines,46,"Is there a patio, deck, or other designated seating area?","['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/127_a backyard in Philippines/86.png,24_46_127_86,['yes'],"['The image shows a paved area with a table and chairs, indicating a designated seating area.', 'The paved area appears to be a patio.']",HSimgs/Philippines/a backyard_1.png
24,a backyard,127,A photo of a backyard in Philippines,47,"Are there any signs of children's play equipment (e.g., swing set, sandbox)?","['yes', 'no', 'None of the above']",gs://subgeodeanon_lim5145/backyard_24/127/40.png,24_47_127_40,['no'],"['The image shows a natural outdoor setting with vegetation, a small stream, and some structures that appear to be related to farming or animal keeping.', ""There are no visible signs of children's play equipment such as swings, slides, or sandboxes.""]",HSimgs/Philippines/a backyard_2.png
24,a backyard,127,A photo of a backyard in Philippines,50,"Are there any outdoor furniture items (e.g., chairs, tables, swing set)?","['yes', 'no', 'None of the above']",gs://stabdiff3m145/backyard_24/127_a backyard in Philippines/213.png,24_50_127_213,['yes'],"['The image shows a table and chairs in a backyard or patio area.', 'These items are typically used for outdoor dining or relaxation.']",HSimgs/Philippines/a backyard_3.png
12,a stove,100,A photo of a stove in Philippines,22,How many burners or cooking elements are visible on the stove?,"['0', '1', '2', '3', '4', '5', '6', 'None of the above']",gs://stabdiff3m145/stove_12/100_a stove in Philippines/12.png,12_22_100_12,['4'],"['The image shows a stove with a top surface that has a grid-like structure. This structure is where pots and pans are placed for cooking.', 'Upon closer inspection, we can see distinct sections within this grid, each designed to hold a pot or pan over a heat source.', 'Counting these sections reveals that there are four such areas on the stovetop.']",HSimgs/Philippines/a stove_0.png
12,a stove,100,A photo of a stove in Philippines,25,"Are there any pots, pans, or utensils on the stove?","['yes', 'no', 'None of the above']",gs://subgeodeanon_lim5145/stove_12/100/19.png,12_25_100_19,['no'],"['The image shows an electric double burner cooktop.', 'There are no pots, pans, or utensils on the cooktop.']",HSimgs/Philippines/a stove_1.png
12,a stove,100,A photo of a stove in Philippines,27,Is the stovetop flat/smooth or does it have raised coils/elements?,"['flat/smooth', 'raised coils/elements', 'None of the above']",gs://fluxgen145/stove_12/100_a stove in Philippines/188.png,12_27_100_188,['flat/smooth'],"['The image shows a small pot on a stove.', 'The stove has a bowl-like shape filled with burning coals.', 'The pot is placed directly on the coals.', 'There are no raised coils or elements on the stove.']",HSimgs/Philippines/a stove_2.png
12,a stove,100,A photo of a stove in Philippines,22,How many burners or cooking elements are visible on the stove?,"['0', '1', '2', '3', '4', '5', '6', 'None of the above']",gs://stabdiff21145/stove_12/100_a stove in Philippines/149.png,12_22_100_149,['1'],"['The image shows a stove with a fire burning inside.', 'There is only one visible burner or cooking element inside the stove.']",HSimgs/Philippines/a stove_3.png
23,a house,118,A photo of a house in Philippines,36,"What is the primary material used for the exterior walls of the house (e.g., brick, wood, stucco)?","['brick', 'wood', 'vinyl siding', 'stone', 'stucco', 'fiber cement siding', 'concrete', 'metal', 'adobe', 'None of the above']",gs://stabdiff3m/house_23/118_a house in Philippines/111.png,23_36_118_111,['stucco'],"['The image shows a house with white exterior walls.', 'The walls appear smooth and have a painted finish, which is typical of stucco construction.']",HSimgs/Philippines/a house_0.png
23,a house,118,A photo of a house in Philippines,37,"What type of roof does the house have (e.g., gabled, flat, tiled)?","['gabled', 'hipped', 'mansard', 'gambrel', 'flat', 'shed', 'butterfly', 'bonnet', 'pyramid', 'dome', 'combination', 'None of the above']",gs://stabdiff21/house_23/118_a house in Philippines/27.png,23_37_118_27,['shed'],"['The roof has a single slope.', 'A roof with a single slope is called a shed roof.']",HSimgs/Philippines/a house_1.png
23,a house,118,A photo of a house in Philippines,35,What type of house is shown?,"['mobile home', 'ranch style house', 'bungalow', 'split-level house', 'farmhouse', 'single-family home', 'mansion', 'victorian house', 'a-frame house', 'colonial house', 'cabin', 'cottage', 'condominium', 'traditional', 'None of the above']",gs://stabdiff21/house_23/118_a house in Philippines/175.png,23_35_118_175,"['cottage', 'single-family home', 'traditional']","['The house appears to be a small, single dwelling.', 'It has a thatched, slightly dilapidated roof and a pink facade.', 'The style is simple and functional, not elaborate or grand.', ""It's likely a single-family dwelling, possibly in a rural or less developed area given the construction materials and state of repair.""]",HSimgs/Philippines/a house_2.png
23,a house,118,A photo of a house in Philippines,36,"What is the primary material used for the exterior walls of the house (e.g., brick, wood, stucco)?","['brick', 'wood', 'vinyl siding', 'stone', 'stucco', 'fiber cement siding', 'concrete', 'metal', 'adobe', 'None of the above']",gs://stabdiff3m/house_23/118_a house in Philippines/208.png,23_36_118_208,['stucco'],"['The walls appear smooth and have a slightly textured finish.', 'The color is consistent and uniform, suggesting a plastered or rendered surface.', 'The overall appearance is consistent with stucco or a similar cement-based material.']",HSimgs/Philippines/a house_3.png
